final_value,total_invested,total_shares,roi_percent
206767.16949325448,261000,129.37659220317957,-20.77886226312089
223441.50004812665,261000,38.88235545315992,-14.390229866618142
338382.9050488788,261000,41.00910986389773,29.648622624091498
412659.0803607123,261000,41.52644566328794,58.106927341269085
458055.379672449,261000,46.73853994060106,75.50014546837127
247332.68583739217,261000,43.90771329827338,-5.23651883624821
433821.3389477416,261000,32.920391273189765,66.21507239377074
385983.9134807894,261000,49.6274517115713,47.88655688919134
263232.6330599109,261000,60.35943628910545,0.8554149654831058
423256.9129854699,261000,50.092635352261695,62.16739961129115
267716.39893564204,261000,31.722595046627596,2.573332925533347
370402.60962033935,261000,49.750273459769154,41.91670866679669
239616.10919907258,261000,66.66822635704712,-8.193061609550734
311519.225285579,261000,29.036340887926965,19.356025013631793
294964.86056327104,261000,52.274301382256155,13.013356537651738
202266.32672699957,261000,92.9794696378587,-22.503323093103614
298887.3157024294,261000,78.88431111943949,14.516212912808196
356132.0546276572,261000,37.47381047017098,36.449063075730734
318362.12326628016,261000,47.372077806666546,21.977825006237612
273084.8984436277,261000,43.03913462478043,4.630229288746243
200705.90240356122,261000,58.899155782991784,-23.10118681855892
333792.117309989,261000,38.52444535912453,27.889700118769735
336277.2514742421,261000,40.248372645346116,28.841858802391602
274979.61835061316,261000,48.9896514444777,5.356175613261749
416248.184318413,261000,45.508771658306365,59.48206295724637
541451.9584597251,261000,37.46497803317547,107.45285764740427
278485.4137901041,261000,39.86721830466585,6.699392256744864
209839.28828115386,261000,54.845887898206975,-19.60180525626289
351170.3351640325,261000,58.88646671356313,34.548021135644646
331627.48863724875,261000,44.51064557262531,27.060340474041666
338294.2797035591,261000,54.22598565921588,29.614666553087787
230482.75089467267,261000,37.50802487654357,-11.692432607405106
278148.6262305138,261000,49.943906987376295,6.570354877591492
329764.2811211772,261000,37.84660240380134,26.346467862519994
262552.6757154125,261000,47.077741313886214,0.5948949101197237
428752.40674116404,261000,35.47123618658301,64.27295277439235
521048.69738570164,261000,37.40889934246267,99.63551623973242
283533.63922022225,261000,60.97931202595083,8.633578245295881
209958.07385880844,261000,58.78488364354394,-19.556293540686422
412281.52495445113,261000,56.39909336132385,57.96227009749085
262064.69450391488,261000,33.788138367068235,0.4079289287030211
312106.90642419434,261000,49.89662829612102,19.581190200840744
220855.25934768794,261000,80.46435734516943,-15.381126686709601
256217.47909174915,261000,71.34147707625355,-1.8323834897512843
566131.0487730495,261000,33.84241868491627,116.90844780576609
181942.5401011823,261000,62.409138974743165,-30.290214520619806
422599.8568013422,261000,38.25305498363416,61.915653946874414
293378.6339864311,261000,54.892032335915594,12.405606891352917
276756.675443298,261000,56.979836922162335,6.037040399731038
225568.74910526414,261000,53.216166875965136,-13.575191913691901
169099.6108446176,261000,97.5490555736661,-35.21087707102774
422392.37988092244,261000,57.60163069584348,61.83616087391665
238290.92363527455,261000,57.86997737623333,-8.700795542040403
372352.48026787426,261000,41.89036769806993,42.66378554324684
240718.8079399634,261000,78.64648162075491,-7.770571670512112
288036.70630114165,261000,46.7020480058277,10.358891303119405
457824.6038959225,261000,55.18735212015621,75.41172563062165
217033.06634150876,261000,70.38058011146346,-16.84556845152921
173173.87579120012,261000,46.57223155497692,-33.64985601869727
216237.3472616049,261000,50.08331028985919,-17.150441662220338
198220.64855325798,261000,70.84225208583162,-24.05339135890499
398981.3559196222,261000,71.78461810036195,52.86641989257554
214307.42310640792,261000,64.49631655092759,-17.88987620444141
198702.9436379759,261000,92.80827549129422,-23.868603970124177
368728.76394696283,261000,59.34764024686509,41.275388485426376
353231.9462814043,261000,46.597119780118355,35.337910452645325
254187.55693467986,261000,49.6247762637262,-2.6101314426513955
475654.8179711076,261000,60.87866200784288,82.24322527628644
228026.54151964205,261000,40.87597061903455,-12.633508996305729
344955.9333478624,261000,46.247240143880205,32.167024271211645
321308.6091798817,261000,25.905764642956562,23.106746812215206
214429.9074441058,261000,63.90306167257199,-17.842947339423063
288535.6003809417,261000,57.134371276420794,10.55003846013092
238336.70986708582,261000,45.59676020159799,-8.68325292448819
266890.6179784989,261000,45.64253102128599,2.256941754214146
414249.2087588913,261000,28.244462069114768,58.716171938272545
257320.4758994138,261000,67.34617340763904,-1.4097793488835977
222881.96883440576,261000,38.82007839216673,-14.60460964199013
253724.37289606823,261000,44.74483740842006,-2.787596591544738
271276.3359807574,261000,31.781790212747683,3.937293479217384
245977.67776264364,261000,66.36184402418675,-5.755679018144201
181791.35471573158,261000,43.166936404319586,-30.3481399556584
418338.4459134951,261000,51.305471784261655,60.28292946877206
267617.19418331515,261000,51.77720167355655,2.5353234418831994
412242.8826003781,261000,34.73313892345315,57.94746459784602
410080.6717053346,261000,40.37058309640348,57.11903130472591
205401.4156644076,261000,42.27507626254042,-21.302139592180996
358159.67241526314,261000,27.849941571317185,37.225928128453305
264695.90421371895,261000,40.51356925154224,1.4160552542984495
300898.5553158778,261000,31.885613176101618,15.286802803018304
249733.77738181062,261000,44.750774493659705,-4.3165603901108724
207802.94438166198,261000,48.885974931337316,-20.382013646872807
287563.25624132855,261000,51.76368110417601,10.17749281276956
312463.5793395577,261000,38.68891121371547,19.717846490251983
236293.00664725053,261000,97.57319784490923,-9.466280978064932
196741.02013060244,261000,40.38799249049832,-24.620298800535465
356061.7464108682,261000,49.35681887975913,36.42212506163532
225952.17931573626,261000,82.80821494092073,-13.428283787074232
200201.68835594182,261000,50.45591704598813,-23.294372277416926
168964.59784782064,261000,67.63281726143907,-35.262606188574466
375646.14967491815,261000,40.53313649729703,43.92572784479623
261932.30485833253,261000,76.32610445626592,0.35720492656418734
327951.3649429899,261000,42.46418602148054,25.651863962831378
325271.15485135134,261000,59.81581897503188,24.624963544579057
214294.96566321747,261000,93.99561867965323,-17.894649171181047
600658.4958528519,261000,27.600469235932486,130.13735473289344
228399.6832470846,261000,72.18729211995672,-12.490542817208961
437094.33432725817,261000,31.733534227642277,67.4690936119763
275073.79838521464,261000,51.475575811397746,5.39225991770676
292181.8076484578,261000,33.24641265829434,11.947052738872728
258333.65520730507,261000,66.66648110119915,-1.0215880431781341
212875.39399618804,261000,61.27812042921547,-18.438546361613778
262145.22510554263,261000,61.42537752050103,0.43878356534200436
260644.05303291412,261000,31.298731506783756,-0.1363781483087669
287099.47322757024,261000,36.56802297977485,9.999798171482851
243103.23441016144,261000,56.87303286436927,-6.856998310282972
298055.6857335512,261000,39.299200613710106,14.197580740824222
298939.0089079853,261000,59.889941780011355,14.536018738691684
305010.0288403776,261000,64.39021838236744,16.862080015470333
312437.55508267996,261000,33.10126415817739,19.707875510605348
332490.1717541025,261000,73.96826813757333,27.390870403870693
233991.16823371183,261000,56.09284032929598,-10.348211404708113
231560.9847796643,261000,66.11361841905094,-11.279316176373836
272184.64818032447,261000,80.83601579840713,4.285305816216272
367505.9532911335,261000,58.21372662650278,40.80687865560671
381929.10653865,261000,47.0717692729943,46.33299101097701
338344.9546004526,261000,50.00864254104855,29.63408222239564
273327.5335267461,261000,53.54654928768567,4.723192922124938
250497.20525191154,261000,71.33955960583062,-4.024059290455349
150991.53804727568,261000,122.18198400430364,-42.14883599721238
311398.4342627914,261000,51.02782943225014,19.309744928272572
153060.80792816557,261000,79.95651309431354,-41.35601228805917
313508.133600139,261000,70.55722723113915,20.11805885062797
330412.33263631957,261000,30.97662187492141,26.594763462191406
168485.1380463344,261000,73.18849788511508,-35.44630726194084
407578.85037518473,261000,49.255722672476644,56.16047907095201
276090.75294042303,261000,54.237230261309,5.781897678323
331078.54896707,261000,53.8668226612679,26.8500187613295
263829.46220282983,261000,39.35137418835777,1.0840851351838439
188069.60769633154,261000,55.78646928061145,-27.942679043551134
161003.35539345784,261000,84.11810131407024,-38.31289065384757
245428.17178445554,261000,38.312049054981976,-5.966217707105158
332512.5668643843,261000,45.8369165513442,27.399450905894362
239104.7022403446,261000,49.59622706700525,-8.389002973048045
183798.28274537422,261000,54.60322359181517,-29.57920201326658
249809.82959391762,261000,48.61902650551857,-4.287421611525817
305485.4102452275,261000,67.64083913436818,17.044218484761497
393510.6833679171,261000,25.893635964526073,50.7703767693169
296081.9026360057,261000,40.308327495214705,13.441342006132459
226195.41380144373,261000,61.371984645968915,-13.335090497531136
303836.77812837204,261000,40.40190973907795,16.412558669874343
279452.5078117926,261000,90.12440754755714,7.069926364671495
301507.31035417545,261000,52.01923327056138,15.520042281293279
411766.71100948384,261000,60.33867971549567,57.76502337528117
184478.67737296267,261000,50.769926979297175,-29.3185144164894
255189.3313491901,261000,52.587928627607084,-2.2263098278965163
281015.7989492965,261000,53.39125211014913,7.668888486320509
245918.804468624,261000,38.26973609135372,-5.778235835776244
633979.5922249618,261000,45.30687270682629,142.90405832374017
400035.2127083998,261000,34.865438638571995,53.27019643999993
314314.40500673244,261000,51.79112333390128,20.42697509836492
296488.3734871937,261000,49.939299987715316,13.59707796444204
267530.67633615766,261000,71.8878511618282,2.5021748414397162
365407.61878839845,261000,45.353975120887235,40.002919076014734
277894.4241181139,261000,57.55214779670017,6.47295943222754
200692.36557693593,261000,70.54480673257915,-23.10637334217014
296157.2249668358,261000,70.74628058921633,13.470201136718702
233004.9982558452,261000,46.204203718799945,-10.726054308105292
156014.29011919897,261000,57.225199208468915,-40.22440991601572
235557.00881849465,261000,50.74394687634305,-9.748272483335382
278008.3996507123,261000,80.15665636815604,6.516628218663725
670123.4920221901,261000,33.58063821515708,156.75229579394258
381318.0482194714,261000,46.9430127649973,46.09886904960591
417945.59430437465,261000,32.39075834886644,60.132411610871515
386930.4742193213,261000,32.18792620117356,48.24922383882041
226164.8920165165,261000,49.13277317148827,-13.346784668001341
135051.3789491119,261000,125.01546510962672,-48.25617664784984
242826.46995229114,261000,73.28386705460545,-6.963038332455502
304899.14071646595,261000,46.957385118222206,16.819594144239826
233231.68441320167,261000,47.152216268409006,-10.639201374252233
232891.30977602332,261000,73.05884164671274,-10.769613112634744
222553.11059422625,261000,60.50470330806276,-14.730608967729406
233306.31100998944,261000,60.18126299033598,-10.610608808433163
429314.21854594833,261000,22.32476830538181,64.4882063394438
207797.13042468927,261000,53.675780668539176,-20.384241216594152
389830.10495958186,261000,32.26717300884947,49.36019347110416
309088.1599379313,261000,51.555384128757865,18.42458235169781
313396.2450247619,261000,57.074271966359646,20.075189664659725
469900.1928576283,261000,50.301001356011156,80.0383880680568
346213.80173206475,261000,45.576942634060806,32.648966180867724
368220.9277446796,261000,63.22690368437186,41.08081522784659
437306.9698231389,261000,40.05366026208639,67.55056315062792
242289.75672767602,261000,44.23852221295699,-7.168675583265892
437165.3807244776,261000,30.49328841240179,67.49631445382282
305214.52584287606,261000,20.483650369399744,16.940431357423776
171795.59848442784,261000,53.406683747101255,-34.17793161516175
274311.310708015,261000,94.17150767491422,5.100119045216473
422617.617734447,261000,34.170687579062765,61.92245890208697
731856.7968818429,261000,27.252126826497214,180.40490301986318
219927.14581329506,261000,67.46144608593808,-15.736725742032542
556445.8629943108,261000,39.27928061062588,113.19764865682407
361430.2968131537,261000,47.70759453602049,38.47904092457997
256031.2660301352,261000,31.873184754180137,-1.9037294903696604
260355.04647085234,261000,36.60145171136722,-0.24710863185734258
281929.67662732553,261000,36.94149017047144,8.019033190546182
348007.7805774125,261000,39.96069015191342,33.33631439747606
185498.47162488618,261000,64.70349198766624,-28.927788649468894
343188.18446700415,261000,53.918741407679285,31.489725849426875
231051.2872998872,261000,77.05195567705874,-11.474602567093031
273597.955963694,261000,34.42810116909037,4.826803051223765
186053.85702299565,261000,57.597863734090275,-28.714997309197066
185180.46300986424,261000,94.0270056502474,-29.04963103070336
302043.6044380479,261000,41.881790151957624,15.72551894178081
637156.2659562931,261000,37.51783885024269,144.12117469589774
311322.50857876864,261000,58.18325953228581,19.280654627880704
411124.92592099885,261000,50.88605966698961,57.51912870536354
340125.7528571267,261000,60.97157059999379,30.316380405029385
211882.2676461987,261000,51.534046352027396,-18.819054541686317
255634.72018089955,261000,62.26991390177695,-2.0556627659388713
327996.2816745183,261000,53.71354422376556,25.66907343851276
267673.17892194557,261000,43.91712580668563,2.556773533312478
350249.2105176922,261000,33.46013198801215,34.19509981520774
315080.60283121804,261000,48.03632799048334,20.720537483225304
152989.08599127,261000,53.56506379511092,-41.383491957367816
318002.9948612054,261000,34.99377349381046,21.84022791617065
489825.83812166547,261000,34.52334609954591,87.67273491251551
354457.38853241876,261000,30.165824720511537,35.807428556482286
246913.0243488606,261000,42.39016697067954,-5.397308678597469
266451.5971032534,261000,44.48747658226872,2.088734522319316
179726.84776514885,261000,70.92700685597902,-31.13913878729929
193279.5413416585,261000,48.6646652829028,-25.94653588442203
300409.3903276875,261000,51.11515560891842,15.099383267313215
301006.16984376364,261000,49.66250147003535,15.328034422897947
274520.0233668306,261000,31.706588380033057,5.18008558116115
249628.01039560017,261000,62.456471650159514,-4.357084139616793
637408.1887157283,261000,45.89947705585134,144.21769682594956
286385.07020921377,261000,61.09283478992008,9.726080539928645
422220.4194437079,261000,39.78005260299678,61.77027564893024
221210.28899773574,261000,57.786297324794575,-15.24510000086753
262027.30510266364,261000,44.397140789491985,0.3936034876105895
210758.32025065974,261000,68.85020754206047,-19.249685727716574
264353.79887234874,261000,72.92100704108775,1.2849804108615848
130882.73911920334,261000,51.20829268331351,-49.853356659309064
230172.73018047382,261000,46.2942922448326,-11.811214490239914
342330.163396181,261000,55.284931323931225,31.160982144130656
341887.20280191733,261000,95.2042119184532,30.991265441347636
226720.11994521916,261000,51.169305251229225,-13.134053660835567
324076.47207181295,261000,43.459972560850346,24.16723067885554
242194.0217474235,261000,62.48639257027035,-7.205355652328158
479697.3049385482,261000,31.36513991379544,83.7920708576813
304909.5341260923,261000,37.744051386071334,16.823576293521946
366701.68386448885,261000,42.5264346792065,40.49872944999573
338315.6012397478,261000,57.89674923002267,29.62283572404129
179479.4151406468,261000,61.42487188934467,-31.233940559139157
307593.8591445759,261000,46.94038378388354,17.852053312098043
189483.9710820875,261000,64.82001724867774,-27.40077736318487
438898.90261707176,261000,32.31320767382955,68.16049908700067
311134.6063344839,261000,45.1887746751877,19.20866143083674
212870.31897451312,261000,54.44153045872894,-18.440490814362786
405604.7312793889,261000,38.691809807551365,55.404111601298425
188991.76189623284,261000,60.93863715850595,-27.589363258148335
355000.473666266,261000,98.23090308810885,36.01550715182606
288149.1514123391,261000,95.05418448713992,10.40197372120273
475377.53626668954,261000,44.73755027695227,82.13698707535998
270004.119174117,261000,42.07821127404633,3.449854089699996
145529.36836934224,261000,77.22015515136707,-44.241621314428265
291382.98728726746,261000,60.155881834375634,11.640991297803625
272239.7168385588,261000,77.99535396478723,4.306404918988041
274566.5022842649,261000,55.606578881158825,5.197893595503789
258503.92568558955,261000,60.49393953374618,-0.9563503120346548
367227.43984288163,261000,32.79527754689288,40.700168522176874
336505.42366522894,261000,50.25417040374117,28.929281097788866
229526.06368619256,261000,54.37418718575228,-12.058979430577562
331521.61201717146,261000,63.017569087394996,27.019774719222784
295716.66646904446,261000,39.46637466950704,13.30140477741167
250335.14914516092,261000,29.577368708990367,-4.086149752811909
744401.0222015778,261000,26.794986998649716,185.21111961746274
198448.8399590243,261000,65.44714565944702,-23.965961701523256
234258.55423286953,261000,38.132765971492766,-10.245764661735812
311343.48654897505,261000,72.45422110623421,19.288692164358256
389528.8708382936,261000,39.17057735284419,49.24477809896305
332577.6958928339,261000,47.10075441656955,27.42440455664133
514056.70520919736,261000,31.543924808177337,96.95659203417523
411734.0674045551,261000,43.5848542806815,57.75251624695598
342083.79858469084,261000,38.16492570657928,31.066589496050128
440687.0221387429,261000,43.439418093821025,68.84560235200877
556811.8476379204,261000,30.863045387270184,113.33787265820705
348346.0134058243,261000,59.75675862231773,33.46590551947292
448064.06908203714,261000,39.30176166497024,71.67205711955445
343199.7445616527,261000,35.53969968954121,31.49415500446464
445121.5037574746,261000,61.68702179382811,70.54463745497111
351585.07514671894,261000,49.95489105552491,34.706925343570475
200489.42027560007,261000,73.30767445725341,-23.184130162605335
205795.06002764642,261000,65.64358285845448,-21.151317997070336
267238.4401538872,261000,38.982180366592914,2.390206955512339
325803.60180318315,261000,32.00464628938835,24.82896620811615
395908.67770567886,261000,35.977250658842024,51.68914854623711
508427.6627052995,261000,45.95139575522179,94.799870768314
372146.90927960817,261000,49.98878234232131,42.585022712493554
257920.0284254478,261000,52.02085604047505,-1.1800657373763261
250513.7188621772,261000,38.691370611217195,-4.017732236713719
363188.27483483613,261000,40.726814127838516,39.15259572215944
292894.99627304927,261000,55.83042565018599,12.22030508545949
369612.3286376213,261000,31.435857547829677,41.61391901824571
335941.7247586994,261000,79.80324862554073,28.71330450524882
289403.8599624788,261000,57.15483068113499,10.882704966466974
279607.1909601297,261000,39.71090734301137,7.12919193874702
454835.6979686496,261000,37.67700689323836,74.26655094584277
293503.59264103463,261000,41.22874822551124,12.453483770511351
335586.71508187754,261000,71.89403722346297,28.577285471983732
246717.712198444,261000,49.97946717016156,-5.472140920136398
308007.64185720525,261000,49.857570547672566,18.01059074988707
262012.81371649395,261000,65.12523782284651,0.38805123237316264
343608.62690274377,261000,27.042507716235505,31.65081490526581
234460.46698314644,261000,56.80050220812101,-10.168403454733165
289791.22812368954,261000,32.021867265882996,11.031121886471086
227271.0644316691,261000,59.69129963007578,-12.92296381928387
162982.78525751623,261000,78.92821586224989,-37.554488407081905
277435.2093396857,261000,53.07667423228969,6.297015072676506
149242.9193413482,261000,81.61552442237682,-42.818804850058164
196323.05325377252,261000,50.49902167202962,-24.78043936637068
193934.2099823799,261000,98.93832796738174,-25.69570498759391
419419.7384720503,261000,61.74631356653282,60.697217805383254
230637.64606611436,261000,74.72604786222222,-11.633085798423615
285278.88963870436,261000,62.236248383819515,9.302256566553396
249663.40148138473,261000,73.31862542055369,-4.343524336634203
363397.2997867121,261000,47.42401337010668,39.232681910617664
384403.9781265357,261000,56.058335911223715,47.28121767300219
263832.57397635054,261000,53.84210174371707,1.0852773855749198
171183.5671342059,261000,78.65530081332409,-34.41242638536173
255923.77305940696,261000,89.81460746796087,-1.9449145366256866
288582.6360505862,261000,44.04421670138729,10.56805978949662
460076.5493089849,261000,33.452931952418226,76.27453996512831
345144.8822593188,261000,46.521610748204594,32.23941849016045
605689.5185389082,261000,39.82068298921817,132.06494963176561
309497.01561492414,261000,72.05292635521853,18.581232036369403
254769.05701128923,261000,42.67188462853999,-2.3873344784332446
578565.0920025414,261000,32.97273679522383,121.67244904311931
148538.9891001819,261000,95.49174803178114,-43.088509923301956
377253.2352302985,261000,41.98192170384972,44.54146943689597
350344.2002651027,261000,58.99401216273412,34.23149435444549
364596.26995951845,261000,54.5850969739335,39.692057455754195
489149.534764262,261000,28.78874280677,87.41361485220766
443231.8187075905,261000,30.465215203131997,69.82062019447912
666121.295806502,261000,24.677245494573548,155.21888728218468
294100.52389729366,261000,50.727899936018844,12.682193064097188
420814.51488859934,261000,42.77397399765539,61.231614899846484
247334.31152453928,261000,79.9898373896359,-5.23589596760947
329175.189850829,261000,43.06284057461819,26.120762394953644
287943.18945258256,261000,68.56955030703078,10.323061092943512
319364.94658739836,261000,53.69965022118394,22.36204850091891
267527.6746107244,261000,98.91618077440484,2.5010247550668128
296961.1177131826,261000,53.199236024652514,13.778206020376468
239389.1453988743,261000,48.56988908657494,-8.28002091997153
163785.86468953342,261000,34.94361862772461,-37.2467951381098
290558.91306735674,261000,46.00183585375957,11.325254048795687
305622.9120515615,261000,42.403218737201335,17.096901169180658
508341.06909652846,261000,39.00665536628052,94.76669314043235
240706.12585830217,261000,54.941544389207955,-7.775430705631353
319679.8655829364,261000,42.770496215317664,22.482707119898997
378666.1986106945,261000,57.54655847802733,45.08283471674119
154707.59320443732,261000,75.47251679650508,-40.72506007492823
210488.80426958212,261000,36.34969685722618,-19.352948555715663
254486.9546990088,261000,70.76808309731243,-2.495419655552179
267521.1973411677,261000,48.35864958111595,2.498543042592995
211659.5596222709,261000,49.845205716858835,-18.904383286486244
243319.78489166516,261000,67.76456791578929,-6.774028777139788
252637.2565272949,261000,39.77922680928221,-3.2041162730670885
201803.2174921988,261000,52.752324336274334,-22.680759581533025
277921.08183131734,261000,67.30302818282476,6.483173115447255
300796.89554213855,261000,46.6282011629938,15.247852698137374
387475.7359756769,261000,24.649697290759747,48.458136389148244
362015.83358645876,261000,34.570663397672426,38.70338451588458
224686.16916426687,261000,48.10065872865396,-13.913345147790471
196155.54718170039,261000,72.02512568232859,-24.84461793804583
253829.4808987051,261000,43.26438329925432,-2.7473253261666253
336270.06760831404,261000,34.904239366146626,28.83910636333871
278422.0633868004,261000,42.193110993160914,6.675120071571038
295731.33593830303,261000,53.75981650604681,13.307025263717637
296721.4500976658,261000,37.31989879969692,13.686379347764662
556392.1596361256,261000,45.50887309892256,113.17707265751937
319560.4523472745,261000,36.808346402445174,22.436954922327402
158387.25008061936,261000,93.28200209064809,-39.315229854168834
281967.90972715424,261000,51.344913011261774,8.033681887798561
402873.07545911346,261000,40.0342705451533,54.357500175905535
180283.1619959784,261000,76.35968420062294,-30.925991572422074
164017.32874523103,261000,58.55246537953242,-37.158111591865506
356871.5618414669,261000,45.67670211685743,36.73239917297581
240831.34494523832,261000,43.82870484635556,-7.727454043969992
315008.2909448062,261000,70.81693550224206,20.69283177961923
173093.34250818822,261000,76.28090993169636,-33.68071168268651
223045.04029298242,261000,79.61319456659419,-14.542130155945433
175035.85175864026,261000,56.6048816746735,-32.93645526488879
