Date,Price,Open,High,Low,Vol.,Change %,Swing (Day),Swing Ratio (Day),3 M High,3 M Low,Swing Ratio (M),Log Swing Ratio (M),YR HIGH,YR Low,Swing Ratio (YR),Swing Ratio (YR) log,LN(Price,,,,,,,,,,,,
7/20/2017,"2,866.00","2,282.60","2,932.80","2,282.10",310.34K,25.56%,650.7,0.252767743,2985.1,1215.8,0.808080347,-0.092545456,2985.1,471.4,2.157679866,0.333987009,7.960672608,2559,7.847371836,3.457276186,,,,,,,,,
7/21/2017,"2,675.10","2,866.00","2,874.00","2,622.50",193.76K,-6.66%,251.5,0.0907762,2985.1,1223.1,0.798931534,-0.097490437,2985.1,471.4,2.147526192,0.331938469,7.891742042,2560,7.847762537,3.427340021,,,,,,,,,
7/22/2017,"2,836.50","2,675.10","2,876.70","2,658.60",121.92K,6.04%,218.1,0.079142173,2985.1,1234.9,0.787284927,-0.103868063,2985.1,471.4,2.136597058,0.329722626,7.950326177,2561,7.848153086,3.452782788,,,,,,,,,
7/23/2017,"2,756.60","2,836.50","2,856.70","2,675.60",108.23K,-2.82%,181.1,0.064758363,2985.1,1244.2,0.777241861,-0.109443817,2985.1,471.4,2.126192405,0.327602562,7.921753315,2562,7.848543482,3.440373752,,,,,,,,,
7/24/2017,"2,763.40","2,756.60","2,798.90","2,715.70",83.01K,0.25%,83.2,0.030144928,2985.1,1263,0.763173056,-0.117376971,2985.1,471.4,2.115875422,0.325490094,7.924217085,2563,7.848933726,3.441443753,,,,,,,,,
7/25/2017,"2,582.60","2,763.40","2,779.10","2,472.60",205.88K,-6.54%,306.5,0.11466517,2985.1,1285.3,0.748513805,-0.125800185,2985.1,471.4,2.106506519,0.323562807,7.856551922,2564,7.849323818,3.412057147,,,,,,,,,
7/26/2017,"2,559.20","2,582.60","2,631.70","2,441.50",135.50K,-0.90%,190.2,0.073981874,2985.1,1287.6,0.743042684,-0.128986238,2985.1,471.4,2.097334318,0.321667663,7.847449989,2565,7.849713758,3.408104227,,,,,,,,,
7/27/2017,"2,691.90","2,559.20","2,712.90","2,547.70",103.83K,5.18%,165.2,0.06292015,2985.1,1309.7,0.728541776,-0.13754554,2985.1,471.4,2.087611608,0.319649703,7.898002543,2566,7.850103545,3.430058922,,,,,,,,,
7/28/2017,"2,806.80","2,691.90","2,843.80","2,683.60",138.91K,4.27%,160.2,0.058268318,2985.1,1309.7,0.723402071,-0.140620252,2985.1,471.4,2.077436135,0.317527681,7.939800323,2567,7.850493181,3.448211468,,,,,,,,,
7/29/2017,"2,733.50","2,806.80","2,812.10","2,699.40",84.49K,-2.61%,112.7,0.040683717,2985.1,1342.8,0.704440961,-0.152155399,2985.1,471.4,2.067706942,0.315488986,7.913338118,2568,7.850882665,3.436719078,,,,,,,,,
7/30/2017,"2,766.50","2,733.50","2,773.10","2,621.70",82.72K,1.21%,151.4,0.055054545,2985.1,1394.8,0.677773232,-0.168915587,2985.1,471.4,2.057912889,0.313426987,7.925338262,2569,7.851271997,3.441930675,,,,,,,,,
7/31/2017,"2,883.30","2,766.50","2,916.30","2,723.10",91.12K,4.22%,193.2,0.068391801,2985.1,1424.1,0.660787979,-0.179937866,2985.1,471.4,2.047527381,0.311229718,7.96669075,2570,7.851661178,3.459889832,,,,,,,,,
8/1/2017,"2,747.00","2,883.30","2,946.00","2,659.60",123.17K,-4.73%,286.4,0.101735254,2985.1,1437.1,0.651420107,-0.18613884,2985.1,471.4,2.037795477,0.309160594,7.918264686,2571,7.852050207,3.438858659,,,,,,,,,
8/2/2017,"2,720.50","2,747.00","2,773.80","2,668.90",81.82K,-0.96%,104.9,0.038372199,2985.1,1485,0.627730154,-0.202227009,2985.1,514.1,1.993407873,0.299596169,7.908570966,2572,7.852439085,3.43464873,,,,,,,,,
8/3/2017,"2,810.00","2,720.50","2,822.90","2,717.60",68.10K,3.29%,105.3,0.03807974,2985.1,1495.2,0.619709757,-0.207811666,2985.1,559.3,1.947287881,0.289430161,7.940939762,2573,7.852827812,3.44870632,,,,,,,,,
8/4/2017,"2,878.50","2,810.00","2,892.70","2,779.50",68.76K,2.44%,113.2,0.039799596,2985.1,1495.2,0.615914819,-0.210479347,2985.1,559.3,1.937477612,0.287236693,7.965024604,2574,7.853216388,3.459166234,,,,,,,,,
8/5/2017,"3,262.80","2,878.50","3,344.00","2,875.90",159.40K,13.35%,468.1,0.152443294,3344,1552.9,0.73466391,-0.133911294,3344,559.3,2.211123627,0.344613025,8.090341001,2575,7.853604813,3.513590454,,,,,,,,,
8/6/2017,"3,232.00","3,262.80","3,295.10","3,166.50",60.66K,-0.94%,128.6,0.039600911,3344,1594.6,0.712469828,-0.147233522,3344,559.3,2.198471303,0.342120801,8.08085642,2576,7.853993087,3.509471352,,,,,,,,,
8/7/2017,"3,401.90","3,232.00","3,425.10","3,198.50",88.11K,5.26%,226.6,0.068315772,3425.1,1594.6,0.739793238,-0.130889643,3425.1,559.3,2.248824761,0.351955614,8.132089378,2577,7.854381211,3.531721543,,,,,,,,,
8/8/2017,"3,429.40","3,401.90","3,494.90","3,357.10",106.94K,0.81%,137.8,0.040343712,3494.9,1594.6,0.762262126,-0.117895658,3494.9,559.3,2.289616898,0.359762822,8.140140598,2578,7.854769183,3.535218144,,,,,,,,,
8/9/2017,"3,348.80","3,429.40","3,437.10","3,251.00",97.06K,-2.35%,186.1,0.054911333,3494.9,1594.6,0.757101018,-0.12084617,3494.9,559.3,2.276175689,0.35720578,8.116357352,2579,7.855157006,3.524889211,,,,,,,,,
8/10/2017,"3,425.70","3,348.80","3,453.80","3,322.90",71.00K,2.30%,130.9,0.038644918,3494.9,1594.6,0.751316243,-0.124177222,3494.9,559.3,2.262550681,0.354598316,8.139061109,2580,7.855544678,3.534749328,,,,,,,,,
8/11/2017,"3,654.40","3,425.70","3,706.50","3,409.80",97.56K,6.68%,296.7,0.083812376,3706.5,1653.7,0.804924209,-0.09424501,3706.5,559.3,2.410030956,0.382022621,8.2036872,2581,7.8559322,3.562816082,,,,,,,,,
8/12/2017,"3,871.60","3,654.40","3,967.30","3,611.40",123.59K,5.94%,355.9,0.094578794,3967.3,1653.7,0.898965661,-0.046256897,3967.3,559.3,2.591883383,0.413615457,8.261423137,2582,7.856319571,3.587890481,,,,,,,,,
8/13/2017,"4,062.60","3,871.60","4,189.40","3,847.30",158.59K,4.93%,342.1,0.086234277,4189.4,1653.7,0.975353011,-0.010838171,4189.4,559.3,2.740933623,0.437898518,8.309578442,2583,7.856706793,3.608804064,,,,,,,,,
8/14/2017,"4,327.90","4,062.60","4,336.70","3,978.90",128.46K,6.53%,357.8,0.085286932,4336.7,1704,1.001540715,0.000668609,4336.7,559.3,2.830147354,0.451809048,8.372837715,2584,7.857093865,3.636277217,,,,,,,,,
8/15/2017,"4,161.70","4,327.90","4,436.50","3,837.10",211.58K,-3.84%,599.4,0.141208066,4436.5,1791.1,0.996430468,-0.001553001,4436.5,563.4,2.880593487,0.459481974,8.333678924,2585,7.857480787,3.61927077,,,,,,,,,
8/16/2017,"4,387.40","4,161.70","4,398.10","3,938.60",112.90K,5.42%,459.5,0.107496696,4436.5,1809,0.979414385,-0.009033522,4436.5,566.3,2.856278321,0.455800524,8.386492075,2586,7.857867559,3.642207231,,,,,,,,,
8/17/2017,"4,278.90","4,387.40","4,487.50","4,194.10",127.48K,-2.47%,293.4,0.067710557,4487.5,1809,0.988935118,-0.004832201,4487.5,566.3,2.872389766,0.458243371,8.361451246,2587,7.858254182,3.631332137,,,,,,,,,
8/18/2017,"4,105.40","4,278.90","4,362.70","3,978.30",144.40K,-4.06%,384.4,0.091695192,4487.5,1809,0.980627058,-0.008496128,4487.5,566.3,2.852172243,0.455175749,8.320058459,2588,7.858640656,3.613355478,,,,,,,,,
8/19/2017,"4,150.50","4,105.40","4,189.70","3,957.50",113.72K,1.10%,232.2,0.056250681,4487.5,1809,0.972296223,-0.012201401,4487.5,567.3,2.831269087,0.451981147,8.330984088,2589,7.85902698,3.618100418,,,,,,,,,
8/20/2017,"4,066.60","4,150.50","4,182.30","4,034.40",70.16K,-2.02%,147.9,0.035998102,4487.5,1809,0.964738896,-0.015590211,4487.5,567.3,2.811884539,0.448997484,8.310562548,2590,7.859413155,3.609231456,,,,,,,,,
8/21/2017,"4,005.10","4,066.60","4,097.30","3,966.90",90.65K,-1.51%,130.4,0.032310418,4487.5,1809,0.958095994,-0.018590976,4487.5,567.3,2.793088532,0.446084702,8.295323828,2591,7.859799181,3.602613364,,,,,,,,,
8/22/2017,"4,089.70","4,005.10","4,142.70","3,612.20",169.14K,2.11%,530.5,0.131071799,4487.5,1809,0.951874964,-0.021420096,4487.5,567.3,2.77412364,0.443125813,8.316226897,2592,7.860185057,3.611691451,,,,,,,,,
8/23/2017,"4,141.10","4,089.70","4,255.60","4,070.50",96.65K,1.26%,185.1,0.044977402,4487.5,1809,0.94503163,-0.024553655,4487.5,567.3,2.755121158,0.440140702,8.328716732,2593,7.860570786,3.617115718,,,,,,,,,
8/24/2017,"4,318.40","4,141.10","4,364.10","4,111.70",72.36K,4.28%,252.4,0.059672557,4487.5,1809,0.937411777,-0.028069595,4487.5,567.3,2.735429344,0.437025501,8.370640242,2594,7.860956365,3.635322867,,,,,,,,,
8/25/2017,"4,364.40","4,318.40","4,461.70","4,292.60",82.90K,1.07%,169.1,0.038950569,4487.5,1809,0.929059067,-0.031956674,4487.5,567.3,2.715771129,0.433893167,8.381236002,2595,7.861341796,3.639924547,,,,,,,,,
8/26/2017,"4,352.30","4,364.40","4,379.30","4,263.30",46.16K,-0.28%,116,0.026615577,4487.5,1809,0.92137726,-0.035562511,4487.5,567.3,2.696462045,0.430794312,8.37845972,2596,7.861727078,3.638718823,,,,,,,,,
8/27/2017,"4,345.80","4,352.30","4,408.20","4,321.10",42.52K,-0.15%,87.1,0.020027362,4487.5,1809,0.914153076,-0.038981075,4487.5,569.2,2.676114911,0.427504758,8.37696514,2597,7.862112212,3.638069736,,,,,,,,,
8/28/2017,"4,390.30","4,345.80","4,403.10","4,195.20",75.49K,1.03%,207.9,0.047595609,4487.5,1809,0.906597498,-0.042585484,4487.5,569.3,2.657077496,0.424404221,8.387152841,2598,7.862497197,3.642494198,,,,,,,,,
8/29/2017,"4,597.30","4,390.30","4,647.80","4,350.20",100.80K,4.71%,297.6,0.066224576,4647.8,1809,0.95263592,-0.021073047,4647.8,569.3,2.745263269,0.438583999,8.433224454,2599,7.862882035,3.662502845,,,,,,,,,
8/30/2017,"4,583.00","4,597.30","4,644.10","4,491.80",68.47K,-0.31%,152.3,0.033179744,4647.8,1809,0.944988482,-0.024573485,4647.8,569.3,2.725132668,0.43538765,8.430109085,2600,7.863266724,3.661149857,,,,,,,,,
8/31/2017,"4,735.10","4,583.00","4,765.10","4,580.10",72.29K,3.32%,185,0.039707666,4765.1,1809,0.975940885,-0.010576488,4765.1,569.3,2.782314743,0.444406257,8.462758125,2601,7.863651265,3.675329155,,,,,,,,,
9/1/2017,"4,921.90","4,735.10","4,925.20","4,690.20",102.01K,3.94%,235,0.048669359,4925.2,1809,1.019905871,0.008560092,4925.2,569.3,2.86583216,0.457250752,8.501449914,2602,7.864035659,3.692132786,,,,,,,,,
9/2/2017,"4,573.80","4,921.90","4,976.50","4,448.60",160.77K,-7.07%,527.9,0.111187169,4976.5,1809,1.02902569,0.012426217,4976.5,572.6,2.876679,0.458891403,8.428099648,2603,7.864419905,3.66027717,,,,,,,,,
9/3/2017,"4,612.90","4,573.80","4,719.80","4,397.70",102.82K,0.86%,322.1,0.070123113,4976.5,1809,1.021987382,0.009445534,4976.5,590.8,2.844357485,0.453984179,8.436612005,2604,7.864804003,3.66397404,,,,,,,,,
9/4/2017,"4,267.50","4,612.90","4,621.00","4,098.60",170.40K,-7.49%,522.4,0.117652358,4976.5,1809,1.016894558,0.007275923,4976.5,591.7,2.825409357,0.451081379,8.358783455,2605,7.865187954,3.63017353,,,,,,,,,
9/5/2017,"4,409.10","4,267.50","4,496.70","4,004.60",158.41K,3.32%,492.1,0.113431528,4976.5,1809,1.010702115,0.004623174,4976.5,591.7,2.806565298,0.448175151,8.391425866,2606,7.865571758,3.644349949,,,,,,,,,
9/6/2017,"4,618.70","4,409.10","4,660.00","4,401.50",110.93K,4.75%,258.5,0.057267551,4976.5,1809,1.004222614,0.001829997,4976.5,591.7,2.786975683,0.445133179,8.437868559,2607,7.865955414,3.664519754,,,,,,,,,
9/7/2017,"4,635.60","4,618.70","4,690.50","4,493.20",70.53K,0.37%,197.3,0.042639638,4976.5,1809,0.997810644,-0.000951867,4976.5,591.7,2.767590158,0.442101778,8.441520919,2608,7.866338923,3.666105954,,,,,,,,,
9/8/2017,"4,326.50","4,635.60","4,699.60","4,130.90",180.36K,-6.67%,568.7,0.126912219,4976.5,1809,0.992854374,-0.003114447,4976.5,591.7,2.749990764,0.439331235,8.37251418,2609,7.866722285,3.636136708,,,,,,,,,
9/9/2017,"4,335.10","4,326.50","4,402.10","4,185.30",77.09K,0.20%,216.8,0.050060035,4976.5,1809,0.988167982,-0.005169222,4976.5,591.7,2.732562468,0.436570099,8.374499957,2610,7.8671055,3.63699912,,,,,,,,,
9/10/2017,"4,245.90","4,335.10","4,338.10","4,032.10",108.08K,-2.06%,306,0.071320359,4976.5,1809,0.982754609,-0.007554911,4976.5,591.7,2.715770676,0.433893095,8.35370909,2611,7.867488569,3.627969761,,,,,,,,,
9/11/2017,"4,217.90","4,245.90","4,364.40","4,134.60",88.76K,-0.66%,229.8,0.05430185,4976.5,1809,0.977682466,-0.009802173,4976.5,591.7,2.699225423,0.431239156,8.347092653,2612,7.86787149,3.625096279,,,,,,,,,
9/12/2017,"4,158.90","4,217.90","4,387.80","4,075.00",107.04K,-1.40%,312.8,0.074682456,4976.5,1809,0.972043209,-0.01231443,4976.5,591.7,2.683156714,0.428646039,8.333005895,2613,7.868254266,3.618978478,,,,,,,,,
9/13/2017,"3,870.30","4,158.90","4,174.60","3,752.00",186.54K,-6.94%,422.6,0.10526578,4976.5,1809,0.967333759,-0.014423655,4976.5,591.7,2.668564369,0.426277683,8.261087302,2614,7.868636894,3.58774463,,,,,,,,,
9/14/2017,"3,243.10","3,870.30","3,930.70","3,219.00",317.59K,-16.21%,711.7,0.200101217,4976.5,1809,0.964928819,-0.015504723,4976.5,591.7,2.656897358,0.424374777,8.084284941,2615,7.869019376,3.51096034,,,,,,,,,
9/15/2017,"3,713.80","3,243.10","3,824.40","2,979.90",448.55K,14.51%,844.5,0.242780549,4976.5,1809,0.96148333,-0.017058241,4976.5,591.7,2.643269329,0.422141417,8.21981089,2616,7.869401713,3.569818512,,,,,,,,,
9/16/2017,"3,698.90","3,713.80","3,893.70","3,551.80",169.36K,-0.40%,341.9,0.092247089,4976.5,1809,0.957738558,-0.018753028,4976.5,591.7,2.629843481,0.419929902,8.215790757,2617,7.869783903,3.56807259,,,,,,,,,
9/17/2017,"3,689.60","3,698.90","3,796.60","3,485.80",96.07K,-0.25%,310.8,0.084130744,4976.5,1809,0.954299091,-0.02031549,4976.5,591.7,2.61659012,0.417735697,8.21327333,2618,7.870165946,3.566979286,,,,,,,,,
9/18/2017,"4,100.30","3,689.60","4,122.80","3,689.00",147.93K,11.13%,433.8,0.111374986,4976.5,1809,0.950018829,-0.022267787,4976.5,591.7,2.60174671,0.415265014,8.318815421,2619,7.870547845,3.612815633,,,,,,,,,
9/19/2017,"3,908.00","4,100.30","4,120.70","3,852.20",123.22K,-4.69%,268.5,0.06705543,4976.5,1809,0.94613934,-0.024044899,4976.5,591.7,2.58787142,0.412942694,8.270781013,2620,7.870929597,3.591954555,,,,,,,,,
9/20/2017,"3,882.20","3,908.00","4,053.00","3,846.80",86.65K,-0.66%,206.2,0.052938307,4976.5,1809,0.9425126,-0.025712835,4976.5,591.7,2.574247679,0.41065033,8.264157282,2621,7.871311203,3.589077905,,,,,,,,,
9/21/2017,"3,617.30","3,882.20","3,912.80","3,576.50",145.13K,-6.82%,336.3,0.089685979,4976.5,1809,0.939695032,-0.027013069,4976.5,592.8,2.561160585,0.40843681,8.19348317,2622,7.871692664,3.558384528,,,,,,,,,
9/22/2017,"3,600.80","3,617.30","3,753.50","3,505.80",114.72K,-0.45%,247.7,0.06863302,4976.5,1809,0.93657476,-0.02845755,4976.5,594.1,2.548143607,0.4062239,8.188911322,2623,7.87207398,3.556399,,,,,,,,,
9/23/2017,"3,788.00","3,600.80","3,813.40","3,563.20",67.82K,5.20%,250.2,0.067724123,4976.5,1809,0.932755243,-0.030232301,4976.5,598.2,2.532907938,0.403619405,8.239593454,2624,7.87245515,3.57840997,,,,,,,,,
9/24/2017,"3,667.50","3,788.00","3,790.90","3,633.90",49.66K,-3.18%,157,0.042116558,4976.5,1809,0.929042439,-0.031964447,4976.5,598.2,2.520663125,0.401514808,8.20726551,2625,7.872836175,3.564370123,,,,,,,,,
9/25/2017,"3,932.80","3,667.50","3,971.50","3,665.70",100.20K,7.23%,305.8,0.080470508,4976.5,1809,0.924975957,-0.033869556,4976.5,598.2,2.507487569,0.399238789,8.277106919,2626,7.873217055,3.594701861,,,,,,,,,
9/26/2017,"3,892.70","3,932.80","3,982.30","3,858.80",63.25K,-1.02%,123.5,0.031563478,4976.5,1809,0.921046085,-0.035718639,4976.5,601.7,2.492630452,0.396657896,8.266858283,2627,7.87359779,3.590250935,,,,,,,,,
9/27/2017,"4,212.20","3,892.70","4,232.40","3,882.10",117.60K,8.21%,350.3,0.086441535,4976.5,1809,0.916150865,-0.038033004,4976.5,602,2.478505265,0.394189846,8.345740356,2628,7.87397838,3.624508984,,,,,,,,,
9/28/2017,"4,195.60","4,212.20","4,274.60","4,112.90",92.23K,-0.39%,161.7,0.038464283,4976.5,1809,0.911129151,-0.040420058,4976.5,602,2.464766501,0.391775783,8.341791636,2629,7.874358825,3.622794077,,,,,,,,,
9/29/2017,"4,172.80","4,195.60","4,237.50","4,030.40",97.80K,-0.54%,207.1,0.049495722,4976.5,1809,0.90606657,-0.042839893,4976.5,602.3,2.451096903,0.389360481,8.336342552,2630,7.874739125,3.62042757,,,,,,,,,
9/30/2017,"4,360.60","4,172.80","4,383.30","4,164.30",67.49K,4.50%,219,0.051327724,4976.5,1809,0.900843821,-0.045350496,4976.5,606.5,2.434717278,0.386448538,8.380364942,2631,7.875119281,3.63954625,,,,,,,,,
10/1/2017,"4,403.10","4,360.60","4,412.60","4,258.30",60.58K,0.97%,154.3,0.035213437,4976.5,1809,0.895662646,-0.047855538,4976.5,606.5,2.420714229,0.383943523,8.390064117,2632,7.875499292,3.643758549,,,,,,,,,
10/2/2017,"4,401.30","4,403.10","4,477.40","4,364.70",71.20K,-0.04%,112.7,0.025600836,4976.5,1809,0.890670386,-0.050282987,4976.5,606.5,2.406868066,0.381452285,8.389655231,2633,7.875879159,3.643580972,,,,,,,,,
10/3/2017,"4,314.20","4,401.30","4,436.00","4,230.70",81.87K,-1.98%,205.3,0.047111468,4976.5,1809,0.88600242,-0.052565092,4976.5,606.5,2.393495419,0.379032601,8.369667187,2634,7.876258882,3.634900274,,,,,,,,,
10/4/2017,"4,218.70","4,314.20","4,355.30","4,183.60",64.08K,-2.21%,171.7,0.040244231,4976.5,1809,0.881606093,-0.054725417,4976.5,608,2.379783439,0.376537438,8.347282303,2635,7.876638461,3.625178643,,,,,,,,,
10/5/2017,"4,321.40","4,218.70","4,365.80","4,143.40",63.61K,2.44%,222.4,0.052083699,4976.5,1809,0.876705512,-0.057146263,4976.5,608.5,2.366409313,0.374089866,8.371334703,2636,7.877017896,3.635624468,,,,,,,,,
10/6/2017,"4,371.90","4,321.40","4,422.10","4,296.90",61.69K,1.17%,125.2,0.028803791,4976.5,1809,0.871860446,-0.059553025,4976.5,609.1,2.352949599,0.371612624,8.382952976,2637,7.877397186,3.64067022,,,,,,,,,
10/7/2017,"4,435.80","4,371.90","4,472.90","4,319.50",40.20K,1.46%,153.4,0.034833157,4976.5,1809,0.866759137,-0.062101571,4976.5,612.8,2.33777546,0.368802795,8.397463262,2638,7.877776333,3.646971957,,,,,,,,,
10/8/2017,"4,611.70","4,435.80","4,622.90","4,419.40",71.37K,3.97%,203.5,0.044984802,4976.5,1809,0.860823885,-0.065085691,4976.5,612.8,2.324150746,0.366264293,8.436351832,2639,7.878155337,3.663861048,,,,,,,,,
10/9/2017,"4,777.50","4,611.70","4,875.40","4,556.10",110.19K,3.59%,319.3,0.068014314,4976.5,1809,0.85449398,-0.068290992,4976.5,612.8,2.310121891,0.363634896,8.471672676,2640,7.878534196,3.679200696,,,,,,,,,
10/10/2017,"4,763.40","4,777.50","4,930.00","4,722.80",98.49K,-0.30%,207.2,0.043434058,4976.5,1809,0.848491036,-0.071352742,4976.5,615.6,2.29483958,0.360752332,8.468716978,2641,7.878912912,3.677917052,,,,,,,,,
10/11/2017,"4,824.20","4,763.40","4,874.90","4,718.60",70.48K,1.28%,156.3,0.032604614,4976.5,1809,0.842319154,-0.074523323,4976.5,624.1,2.276634511,0.357293315,8.481400197,2642,7.879291485,3.683425304,,,,,,,,,
10/12/2017,"5,432.60","4,824.20","5,432.60","4,815.00",163.92K,12.61%,617.6,0.120427424,5432.6,1809,0.954586567,-0.020184682,5432.6,624.1,2.49803798,0.397599037,8.60017312,2643,7.879669915,3.735007729,,,,,,,,,
10/13/2017,"5,637.30","5,432.60","5,852.80","5,392.00",215.02K,3.77%,460.8,0.083252785,5852.8,1809,1.053984174,0.02283409,5852.8,624.1,2.697133145,0.430902386,8.637160506,2644,7.880048201,3.751071147,,,,,,,,,
10/14/2017,"5,824.70","5,637.30","5,839.60","5,568.90",76.22K,3.33%,270.7,0.04723434,5852.8,1913.8,1.015171881,0.00653958,5852.8,624.1,2.67750651,0.427730535,8.669862775,2645,7.880426344,3.765273562,,,,,,,,,
10/15/2017,"5,688.10","5,824.70","5,862.70","5,448.20",101.64K,-2.34%,414.5,0.07200681,5862.7,2164.6,0.943749973,-0.025143048,5862.7,624.1,2.663699863,0.425485288,8.646131552,2646,7.880804345,3.754967223,,,,,,,,,
10/16/2017,"5,759.30","5,677.40","5,795.30","5,576.10",61.36K,1.25%,219.2,0.038332736,5862.7,2243.1,0.91479606,-0.038675714,5862.7,624.1,2.644838268,0.42239912,8.658571219,2647,7.881182202,3.760369701,,,,,,,,,
10/17/2017,"5,598.60","5,759.30","5,773.30","5,521.10",65.64K,-2.79%,252.2,0.044409618,5862.7,2282.1,0.896590522,-0.047405856,5862.7,624.1,2.626811963,0.419428985,8.630271845,2648,7.881559917,3.74807944,,,,,,,,,
10/18/2017,"5,575.80","5,598.60","5,601.30","5,114.90",122.02K,-0.41%,486.4,0.087056128,5862.7,2441.5,0.850265953,-0.070445211,5862.7,624.1,2.609103409,0.416491292,8.626191084,2649,7.881937489,3.746307188,,,,,,,,,
10/19/2017,"5,698.60","5,576.70","5,737.40","5,517.60",83.06K,2.20%,219.8,0.038987876,5862.7,2441.5,0.843225711,-0.07405616,5862.7,625.5,2.590486479,0.41338133,8.64797581,2650,7.882314919,3.755768174,,,,,,,,,
10/20/2017,"5,993.10","5,698.60","6,075.30","5,611.40",123.86K,5.17%,463.9,0.07935544,6075.3,2441.5,0.887949467,-0.051611749,6075.3,627.6,2.675157732,0.427349394,8.698364086,2651,7.882692206,3.777651524,,,,,,,,,
10/21/2017,"6,006.60","5,993.10","6,187.20","5,874.50",112.94K,0.23%,312.7,0.05211797,6187.2,2441.5,0.907287219,-0.042255207,6187.2,629.7,2.709479014,0.432885792,8.700614144,2652,7.883069351,3.778628712,,,,,,,,,
10/22/2017,"5,982.90","6,006.60","6,070.60","5,723.00",105.03K,-0.40%,347.6,0.057984069,6187.2,2441.5,0.899493304,-0.046002065,6187.2,645.7,2.682589454,0.428554213,8.696660679,2653,7.883446354,3.776911744,,,,,,,,,
10/23/2017,"5,903.60","5,982.90","6,049.00","5,644.20",137.14K,-1.32%,404.8,0.068110882,6187.2,2441.5,0.891592745,-0.049833474,6187.2,645.7,2.66403777,0.425540378,8.683317613,2654,7.883823215,3.771116924,,,,,,,,,
10/24/2017,"5,513.10","5,903.60","5,904.60","5,463.40",143.74K,-6.62%,441.2,0.077290285,6187.2,2547.7,0.85959829,-0.065704457,6187.2,647.7,2.646129015,0.422611015,8.614882357,2655,7.884199934,3.74139587,,,,,,,,,
10/25/2017,"5,734.00","5,513.10","5,748.00","5,375.60",105.84K,4.01%,372.4,0.066221515,6187.2,2621.7,0.835450848,-0.078079096,6187.2,651.4,2.626886911,0.419441377,8.654168646,2656,7.884576511,3.758457689,,,,,,,,,
10/26/2017,"5,887.60","5,734.00","5,970.40","5,689.90",93.68K,2.68%,280.5,0.048272183,6187.2,2621.7,0.828803127,-0.081548619,6187.2,670.4,2.600248605,0.415014872,8.680603723,2657,7.884952946,3.769938297,,,,,,,,,
10/27/2017,"5,764.60","5,887.60","5,997.80","5,692.30",83.93K,-2.09%,305.5,0.05243645,6187.2,2621.7,0.822365091,-0.084935333,6187.2,670.4,2.583294729,0.412173958,8.659491046,2658,7.885329239,3.760769177,,,,,,,,,
10/28/2017,"5,726.60","5,764.60","5,871.00","5,654.80",53.23K,-0.66%,216.2,0.037628794,6187.2,2659.6,0.807498029,-0.092858529,6187.2,670.4,2.566697577,0.409374701,8.652877265,2659,7.885705391,3.757896849,,,,,,,,,
10/29/2017,"6,147.50","5,726.60","6,295.40","5,679.40",163.06K,7.35%,616,0.103755232,6295.4,2659.6,0.825413145,-0.083328619,6295.4,670.4,2.599040452,0.414813039,8.723800774,2660,7.886081402,3.788698537,,,,,,,,,
10/30/2017,"6,124.30","6,147.70","6,226.20","6,019.00",78.62K,-0.38%,207.2,0.033767927,6295.4,2668.9,0.816347204,-0.088125091,6295.4,670.4,2.581306844,0.411839633,8.720019743,2661,7.886457271,3.787056457,,,,,,,,,
10/31/2017,"6,451.20","6,124.30","6,467.20","6,090.80",101.25K,5.34%,376.4,0.059862431,6467.2,2717.6,0.836254548,-0.077661507,6467.2,670.4,2.641044669,0.421775747,8.772021439,2662,7.886832999,3.809640506,,,,,,,,,
11/1/2017,"6,737.80","6,449.10","6,738.70","6,355.00",133.19K,4.44%,383.7,0.058194117,6738.7,2779.5,0.874488919,-0.058245689,6738.7,670.4,2.744151457,0.438408078,8.815488741,2663,7.887208586,3.828518116,,,,,,,,,
11/2/2017,"7,024.80","6,737.80","7,339.90","6,737.80",238.80K,4.26%,602.1,0.087498002,7339.9,2875.9,0.976054641,-0.010525869,7339.9,670.4,2.992694085,0.476062325,8.857202024,2664,7.887584032,3.846633964,,,,,,,,,
11/3/2017,"7,152.10","7,024.80","7,445.60","6,938.90",154.89K,1.81%,506.7,0.071482482,7445.6,2979.9,0.967286602,-0.014444828,7445.6,681.3,3.011290956,0.47875272,8.875161299,2665,7.887959337,3.854433578,,,,,,,,,
11/4/2017,"7,363.80","7,147.00","7,492.20","6,957.80",106.60K,2.96%,534.4,0.073655484,7492.2,2979.9,0.967756925,-0.014233712,7492.2,685,3.005965527,0.477983996,8.904331383,2666,7.888334501,3.867101985,,,,,,,,,
11/5/2017,"7,389.50","7,363.80","7,599.40","7,284.30",105.73K,0.35%,315.1,0.042715867,7599.4,2979.9,0.981422248,-0.008144101,7599.4,685,3.028798813,0.481270426,8.907815353,2667,7.888709524,3.868615053,,,,,,,,,
11/6/2017,"6,959.20","7,389.50","7,429.70","6,934.70",159.69K,-5.82%,495,0.068995798,7599.4,2979.9,0.973312251,-0.01174781,7599.4,685,3.006252275,0.478025422,8.847819804,2668,7.889084407,3.842559318,,,,,,,,,
11/7/2017,"7,102.80","6,959.30","7,222.40","6,957.80",101.05K,2.06%,264.6,0.03763307,7599.4,2979.9,0.96483293,-0.015547882,7599.4,685,2.983516487,0.474728442,8.868244351,2669,7.889459149,3.851429586,,,,,,,,,
