Date,Close/Last,Open,High,Low
4/25/2023,28336.5,27390.1,28460.3,28258.5
4/24/2023,27344.5,27734.5,27576.2,27332.7
4/23/2023,27746.2,27601.1,27978.8,27434
4/22/2023,27556.2,27234.7,27815,27492.1
4/21/2023,27334,28245.8,27336.9,27165.7
4/20/2023,28304.8,28848.1,28353.4,28109.2
4/19/2023,28846.4,30212.8,28992.9,28606
4/18/2023,30207.2,29450.7,30408.4,30153.3
4/17/2023,29477.7,29984.1,29490,29149.2
4/16/2023,29983.4,30254.2,30312.2,29786.1
4/15/2023,30260.9,30379.1,30322.9,30134.6
4/14/2023,30390,30695.1,30586.5,30302.3
4/13/2023,30706.5,30079.6,30836.8,30327.6
4/12/2023,30068.5,29931.1,30153.7,29864.5
4/11/2023,29921.3,30112.9,30327.6,29851.1
4/10/2023,30081.8,28280.7,30375.1,29597.8
4/9/2023,28285.6,28034.8,28422.1,28264.7
4/8/2023,28044.8,28027.6,28086.2,27932.6
4/7/2023,28013.4,28042.7,28048.9,27863.8
4/6/2023,28044.7,28136.1,28102.5,27936.5
4/5/2023,28074,28547.3,28173.5,27903
4/4/2023,28525.8,27860.6,28744.4,28100.8
4/3/2023,27878.4,27756.5,27945.8,27668.9
4/2/2023,27762.7,28476.1,28194.7,27608.9
4/1/2023,28466.3,28473.7,28795.1,28285.6
3/31/2023,28562,28172.9,28795.1,28415.7
3/30/2023,28169.1,28477,28353.3,27927.5
3/29/2023,28541.6,27369,29160.4,28181.2
3/28/2023,27351.2,26975,27456.7,27249.8
3/27/2023,26976.7,27900.5,27170.1,26847.8
3/26/2023,27914.5,27529.7,28023.3,27795.3
3/25/2023,27515.1,27612.8,27638,27429.1
3/24/2023,27575,28195.1,27665.1,27432.2
3/23/2023,28229.5,27343.1,28374.5,28152.6
3/22/2023,27367.1,28167.3,27431.5,27144.6
3/21/2023,28174.3,27788,28246.4,27960.7
3/20/2023,27762.7,27269.6,27930.6,27679.9
3/19/2023,27191.3,27110,28050.6,27170.5
3/18/2023,27172.8,27297,27185.8,26914
3/17/2023,27332.1,25602.5,27659.1,27132.6
3/16/2023,25681.5,24370.8,25884.1,24900.1
3/15/2023,24249,24838.3,24432,24147.9
3/14/2023,24727.5,24281.1,25040.3,24331.5
3/13/2023,24361.2,22193.1,24453.5,23994.6
3/12/2023,22234.7,20384,22542.5,21904.3
3/11/2023,20391.8,20347.7,20507.2,20325.3
3/10/2023,20345.9,19879.5,20669.5,20142.8
3/9/2023,19904.6,21738.1,20362,19813.7
3/8/2023,21737.3,22144.6,21802.3,21682.8
3/7/2023,22128.8,22478,22274.3,22092.8
3/6/2023,22464.8,22343.3,22535.1,22384
3/5/2023,22344.1,22449.4,22494.8,22320.2
3/4/2023,22439.3,22340.6,22636.7,22213.5
3/3/2023,22328.5,22378.5,22390.3,22326.3
3/2/2023,22352.6,23538.6,23473.4,22051.9
3/1/2023,23515.4,23797.2,23780.5,23435.5
2/28/2023,23801.1,23414.8,23801.1,23025.3
2/27/2023,23408.4,23491.5,23543.6,23360.2
2/26/2023,23474.6,23187.7,23634.3,23440.9
2/25/2023,23172,23124.5,23249.6,23066
2/24/2023,23107.5,23948.2,23215.3,23051
2/23/2023,23980,24518.1,24123.4,23893.8
2/22/2023,24455.8,24153.4,24590.4,24127.6
2/21/2023,24137.2,24902.1,24474.3,23894.7
2/20/2023,24877.8,24478.3,25081.2,24785.1
2/19/2023,24461.5,24714.4,24534.8,23868.6
2/18/2023,24690.9,24628.5,24765.3,24623.6
2/17/2023,24635.8,23806.8,24772.4,24531.4
2/16/2023,23765.6,24643.9,23883.3,23373
2/15/2023,22112,21696.7,22198.5,22050.8
2/14/2023,22111.1,21706.7,22198.5,22050.8
2/13/2023,21716,21834.9,21808.1,21681.3
2/12/2023,21831.9,21781.3,21856.7,21656.9
2/11/2023,21767.7,21688,21879.4,21764.5
2/10/2023,21682.7,21795.5,21714.6,21605.3
2/9/2023,21801.7,22566.2,21933.6,21722.6
2/8/2023,22574.3,23248.5,23003.6,22425.6
2/7/2023,23246.1,22881.9,23425.1,23233
2/6/2023,22872.6,22872.7,22922,22748.2
2/5/2023,23385.6,23343.1,23423.4,23253.9
2/4/2023,23360.1,23337.1,23370,23253.9
2/3/2023,23334.3,23513.8,23461.2,23317.5
2/2/2023,23525.8,23881.7,23581.9,23418
2/1/2023,23905.7,23136.1,24207.2,23694.4
1/31/2023,23128.5,22859.2,23171.7,23031.9
1/30/2023,22842.7,23715.6,22900.6,22724.9
1/29/2023,23338.2,22977.3,23533.5,22973.3
1/28/2023,23127.8,23093.1,23456.4,22973.3
1/27/2023,23096.9,22774.4,23182.3,23048
1/26/2023,22819.3,23124.4,23072.1,22602.9
1/25/2023,23174.5,22646.9,23259.5,23055.2
1/24/2023,22652.7,23073.6,22714.2,22366.3
1/23/2023,23087.1,22669.9,23139.2,22878.9
1/22/2023,22744,22756.9,22802,22663.8
1/21/2023,22840.4,22596.9,22959.7,22634.3
1/20/2023,22614.6,20992.6,22724.8,22461.1
1/19/2023,21053,20809.3,21181,21018.6
1/18/2023,20813.9,21273.2,20858,20669.7
1/17/2023,21286.3,21157.2,21371.2,21136.4
1/16/2023,21157.3,21151.8,21289.6,20926.2
1/15/2023,21147.6,20698.8,21414.7,20802.1
1/14/2023,20686.5,20894,20996,20590.4
1/13/2023,20913.7,18833.1,21185.6,19898.6
1/12/2023,18853.9,18217.3,18882.8,18723.8
1/11/2023,18220.2,17414,18298.8,17915.5
1/10/2023,17410.7,17218,17499.1,17371.1
1/9/2023,17216.1,17226.3,17232.6,17151.7
1/8/2023,17234.3,16935.2,17244.2,17107.1
1/7/2023,16936.1,16937.9,16953.7,16913.8
1/6/2023,16942.6,16822.1,16979.6,16932.3
1/5/2023,16818.3,16837.1,16871.2,16804.9
1/4/2023,16836.8,16861.3,16875.1,16813.6
1/3/2023,16875,16684.9,16890.9,16656.5
1/2/2023,16685.2,16634.2,16704.7,16652.1
1/1/2023,16638.3,16517.6,16699.7,16551
12/31/2022,16520.3,16550.1,16557.2,16510.8
12/30/2022,16544.8,16611.4,16613.6,16543.1
12/29/2022,16607.5,16568.5,16644.4,16585
12/28/2022,16571.1,16661.1,16584.8,16496.6
12/27/2022,16661.8,16891.7,16737.1,16585.7
12/26/2022,16884.8,16877.2,16964,16844.9
12/25/2022,16876.3,16826.1,16914.2,16822
12/24/2022,16819.6,16828.6,16850.8,16816.2
12/23/2022,16830.6,16839,16845.8,16777.8
12/22/2022,16830,16836.4,16889,16774.1
12/21/2022,16849.6,16794.4,16858.3,16811.2
12/20/2022,16810.9,16804,16919.4,16798.1
12/19/2022,16790.3,16711.7,16849.4,16400.7
12/18/2022,16728.7,16763,16809.5,16642
12/17/2022,16764.3,16706.3,16797.3,16709.1
12/16/2022,16715.5,17425.8,16723.2,16587
12/15/2022,17403,17726.9,17427.3,17351.8
12/14/2022,17693.6,17783.1,17846.1,17600
12/13/2022,17762.1,17151.3,17834.3,17753.2
12/12/2022,17163.6,16917.9,17234.4,17123.4
12/11/2022,16927.6,17153.9,17093.2,16878.5
12/10/2022,17170.7,17154,17174.4,17123.3
12/9/2022,17156.1,17201.5,17164.2,17121.3
12/8/2022,17193.2,16823.7,17288.6,17192.9
12/7/2022,16823,17040.1,16881.5,16789
12/6/2022,17020.4,16999.6,17126.7,17015.1
12/5/2022,17010.7,17374.9,17097.4,16966.3
12/4/2022,17255,17005.6,17306.3,17080.9
12/3/2022,17014,16934.5,17132.6,17010.8
12/2/2022,17013.2,16901.4,17132.6,17012.9
12/1/2022,16923.6,17147.5,17039.7,16867.6
11/30/2022,17140.9,16865.4,17222.6,17099.8
11/29/2022,16847,16283.4,17061.1,16433.2
11/28/2022,16462.9,16208.1,16471.2,16100.1
11/27/2022,16194.2,16526.7,16481.4,16060.8
11/26/2022,16556.4,16628.4,16595.4,16450.1
11/25/2022,16627.1,16385.8,16686.3,16511.2
11/24/2022,16399.2,16697.2,16611.8,16399.2
11/23/2022,16695.9,16501.4,16785.6,16539.9
11/22/2022,16508.8,15817.8,16576.3,16162.3
11/21/2022,15836.8,16147.7,15937.1,15751.7
11/20/2022,16711.8,16638.3,16749.3,16670.4
11/18/2022,16633.8,16691.2,16846.3,16553
11/17/2022,16691.2,16549.5,16739.7,16425.8
11/16/2022,16533.1,16882.7,16993.4,16408.2
11/15/2022,16916.5,16768.5,16993.4,16775.2
11/14/2022,16767.9,15989.4,16880.2,16543.9
11/13/2022,15943.1,16860.1,16394.7,15898.6
11/12/2022,16881.3,16756,16946.5,16779.3
11/11/2022,16789.3,17070.6,17100.8,16779.4
11/10/2022,17046.5,16492.6,17679.4,16897.9
11/9/2022,16396.8,18244.6,16523.8,15799.3
11/8/2022,18234.1,19667.3,18583.8,18007.4
11/7/2022,19676.9,20889.6,20667.5,19576
11/6/2022,20887,21229.2,21055.4,20827.7
11/5/2022,21242.5,21445.3,21360.4,21206.8
11/4/2022,21404.1,20325.8,21464.7,21084.1
11/3/2022,20319.9,20307.3,20324.3,20184.6
11/2/2022,20310.6,20520.6,20337.1,20123.5
11/1/2022,20535.6,20490.2,20548.5,20416.4
10/31/2022,20487,20519.1,20581.7,20450.3
10/30/2022,20515.2,20772.9,20670,20438.4
10/29/2022,20777,20755.3,20836.9,20706.3
10/28/2022,20749.1,20295,20802.4,20561.9
10/27/2022,20259.2,20745.4,20326.8,20201.6
10/26/2022,20742.9,20252.9,20836,20646.2
10/25/2022,20269.4,19341.4,20299.1,20062.9
10/24/2022,19343.9,19391.2,19359.3,19251
10/23/2022,19393,19198.6,19588.6,19350.1
10/22/2022,19198,19155.3,19218.6,19168.6
10/21/2022,19135.2,19049.9,19178.7,19116.1
10/20/2022,19054.3,19052.1,19122.9,19003.9
10/19/2022,19039.8,19291.5,19163,18935.6
10/18/2022,19291.4,19491.7,19692.9,19102.8
10/17/2022,19555.5,19204.7,19617.2,19487.5
10/16/2022,19197.8,19110.6,19307.2,19164.7
10/15/2022,19123.9,19194.3,19162.6,19066
10/14/2022,19209.2,19815.7,19218.7,19138.3
10/13/2022,19825.5,19087.6,19933.9,19342.4
10/12/2022,19099.7,19048.9,19168.4,19039.9
10/11/2022,19052.6,19044.3,19127.3,19031.3
10/10/2022,19049.5,19451.1,19134.6,18962.7
10/9/2022,19448.4,19373.4,19520.7,19408.9
10/8/2022,19344.1,19507.2,19450,19334.3
10/7/2022,19539.7,19981.9,19612.2,19516.8
10/6/2022,19998.9,20361.4,20051.4,19947.8
10/5/2022,20331.7,20188.3,20436.7,20145.4
10/4/2022,20199.9,19598.4,20353.8,20163.4
10/3/2022,19581.2,19163.9,19709.8,19506.4
10/2/2022,19179.2,19310.5,19251,19001.3
10/1/2022,19309.4,19414.5,19342.5,19250.1
9/30/2022,19402.5,19397.2,19480.3,19362.2
9/29/2022,19343.9,19504.2,19688.5,19325
9/28/2022,19528.7,18742.2,19587.8,19316
9/27/2022,18692,20103.3,19232.3,18505.3
9/26/2022,20119.9,18875.4,20287.3,19194.5
9/25/2022,18866.5,19053.1,18943.1,18735
9/24/2022,19042.9,19122.8,19051.2,18914.3
9/23/2022,19098.5,19384.8,19310.6,19048.2
9/22/2022,19408.3,18686.6,19463.5,19236.3
9/21/2022,18703.8,19023.7,18772.4,18371
9/20/2022,19013.7,19364.8,19052,18843.9
9/19/2022,19356.8,18772.6,19626.3,19183.9
9/18/2022,18806.8,19995,19508.5,18712.8
9/17/2022,19956.2,19879.5,20113.7,19956
9/16/2022,19893.1,19745,20055.8,19774.2
9/15/2022,19737.5,20029.4,19799.3,19602.3
9/14/2022,20025.5,20320,20265.5,19942.8
9/13/2022,20351.8,22231.6,20503.7,20069
9/12/2022,22218.7,21654,22431.3,22072.6
9/11/2022,21612.1,21545.9,22296.4,21581.6
9/10/2022,21518.5,21311.9,21679.6,21472.3
9/9/2022,21317.8,19925.2,21380.7,21170.4
9/8/2022,19838.5,19218.9,19851.9,19294.1
9/7/2022,19228.4,18739.4,19376.6,19169.6
9/6/2022,18722.1,19781.8,18866.7,18548.4
9/5/2022,19761.9,19882.5,20169.3,19687.4
9/4/2022,19896.2,19773.4,20042.9,19818.6
9/3/2022,19761.7,19897.1,19855.4,19756.7
9/2/2022,19902.8,20166.2,20043.8,19875.9
9/1/2022,20183.9,20015.8,20232.5,19960.6
8/31/2022,20007.8,20408,20202.7,19931
8/30/2022,20389.3,20267.9,20435.5,19793.4
8/29/2022,20257.7,19858,20295.6,20120.9
8/28/2022,19844.7,19996.6,19931.4,19551.2
8/27/2022,19999.1,20206.8,20134.1,19927.8
8/26/2022,20238.9,21554.4,20343.6,20144.7
8/25/2022,21521.6,21328.8,21632.5,21324.7
8/24/2022,21468.2,21259.4,21632.5,21324.7
8/23/2022,21239.8,21229.7,21551.1,21171.1
8/22/2022,21285.7,21419,21458.2,21271.2
8/21/2022,21380.6,21250.8,21489.9,21077.4
8/20/2022,21186.6,21146.8,21322.4,21126.1
8/19/2022,21135.4,22814,21170.7,20813.5
8/18/2022,22783.2,23457.8,23202.3,22718.2
8/17/2022,23447.6,23988.2,23512.3,23297.7
8/16/2022,24018.2,24045.7,24077,23834.6
8/15/2022,24101.5,24920.6,24240.8,23858.9
8/14/2022,24832.1,24602.8,25205.7,24193.8
8/13/2022,24589.3,24666.5,24623.4,24352.9
8/12/2022,24744.9,24008.3,24787.5,24337.5
8/11/2022,23997.1,24268.1,24090,23765.2
8/10/2022,24353.8,22913.8,24481.3,23923.3
8/9/2022,22876.6,23833.5,23150.5,22714.7
8/8/2022,23813.3,23305.4,23866.2,23636.4
8/7/2022,23307,22990.5,23339.8,23160.6
8/6/2022,22999.6,23266.8,23048,22852.3
8/5/2022,23202.8,23050.6,23344.4,23167
8/4/2022,23158.2,23073.1,23188.4,22593.5
8/3/2022,23069.8,22842.6,23214.5,22794.4
8/2/2022,22852.4,22853.6,23060,22698.6
8/1/2022,22876.7,23375.4,23412.7,22790.9
7/31/2022,23361,23741.9,23459.1,23265.9
7/30/2022,23706.7,23801.6,23864.6,23548.9
7/29/2022,23813.7,23918.9,23956.5,23698
7/28/2022,23924,23120.7,23938.7,23711.8
7/27/2022,23139.2,21074.1,23418.2,22714.1
7/26/2022,21068.7,21144.8,21279.8,21047.5
7/25/2022,21143.6,21863.6,21322.3,20916.6
7/24/2022,21802.8,22332,22653.3,21802.7
7/23/2022,22333.2,22838.2,22664.6,22311
7/22/2022,22883.4,22912.3,22896,22591.3
7/21/2022,22910.9,22774.2,23344.4,22873.6
7/20/2022,22841.5,23434.3,23403.8,22680.9
7/19/2022,23430.7,21891.7,23502,22965.9
7/18/2022,21835.6,21296.7,22910.2,21835.6
7/17/2022,21265.2,21324.6,21360.8,20770.6
7/16/2022,21344.5,20744.5,21445.1,21091.8
7/15/2022,20757.6,20614,20857.4,20617.4
7/14/2022,20547.4,20224.6,20811.3,20393.4
7/13/2022,20221.4,19468.9,20405.5,20187.9
7/12/2022,19475.1,19941.1,19544.6,19267.3
7/11/2022,19924.2,20547.9,19993.7,19794.8
7/10/2022,20615.7,21297.3,20855,20467.6
7/9/2022,21298.5,21608.9,21599.2,21190.7
7/8/2022,21603.8,22121.5,21681.3,21440.2
7/7/2022,22102,20473.8,22482.1,21580.9
7/6/2022,20460.6,19942,20584.2,20390.7
7/5/2022,19948,20301.9,20360.7,19785.3
7/3/2022,19078,19235.2,19342.5,18794.4
7/2/2022,19273.8,19119.1,19297.3,19172.6
7/1/2022,19103.7,19733.7,19369.2,19067.7
6/30/2022,19854.4,20072.4,20785.6,19668.6
6/29/2022,20064.8,20291,20155.1,19955.1
6/28/2022,20240.5,20731.9,20384.2,20180.5
6/27/2022,20718.4,21173.9,20862.8,20538
6/26/2022,21132.9,21425.2,21178.6,20937.3
6/25/2022,21419.2,21296.1,21531.1,21293.8
6/24/2022,21320.3,21068.9,21373.2,21132.7
6/23/2022,21069.2,20210.3,21316,20982.2
6/22/2022,20259.8,20312.8,20578.7,19907.5
6/21/2022,20277.3,20611.9,20720.2,20276.2
6/20/2022,20637.4,19990.2,20764.8,20371.7
6/19/2022,20078.6,18276.9,20607.1,19658.8
6/18/2022,18462.4,20429.8,19169.5,18230.1
6/17/2022,20420.4,20375,20744.7,20311
6/16/2022,20395.9,22205.1,21017.6,20244.1
6/15/2022,22213,21448,22942.1,22187.8
6/14/2022,21648.5,22099.2,22254.6,21545.8
6/13/2022,22022.8,25533.1,22771.4,20860.9
6/12/2022,25522.6,27573.1,26857.6,24978.3
6/11/2022,27622.2,29268.7,28534.8,27313.1
6/10/2022,29268.5,30116.2,29304.3,29046.4
6/9/2022,30159.6,30290,30325.6,29663.2
6/8/2022,30271.8,30009.4,30317.3,30070.9
6/7/2022,30095.8,29572.5,31312.1,29879
6/6/2022,29567.6,31248,31370.3,29235
6/5/2022,31193.9,29755.6,31222.9,29888.6
6/4/2022,29746.8,29564.4,29890.6,29684
6/3/2022,29565,30543.2,29758,29493.2
6/2/2022,30486.2,29814.9,30674.8,30367.7
6/1/2022,29716.8,31801.2,29890.9,29620.7
5/31/2022,31631,31689,31969.9,31627.9
5/30/2022,30598.9,29149.5,30833.7,29307.2
5/29/2022,30301.8,28901.1,30375.3,29307.2
5/28/2022,28939.3,28694.9,29041.2,28838.7
5/27/2022,28789.8,28983.3,28826.4,28537.2
5/26/2022,29045.8,29808.2,29377.1,28848.8
5/25/2022,29787.1,30179.2,29868.9,29518
5/24/2022,30162.7,29301.9,30191.9,29551
5/23/2022,29281,30157.8,29310.6,29069.3
5/22/2022,30149.6,29352.7,30423.7,30059.8
5/21/2022,29360.2,29250.2,29535.3,29360.2
5/20/2022,29187.4,30168.6,29328.1,28953.9
5/19/2022,30209.3,29180.6,30735.1,30126.2
5/18/2022,29202.1,29834.8,29281.8,28682.1
5/17/2022,29840.9,30361.1,30687.9,29802.4
5/16/2022,30426.4,30312.8,30488.1,29804.3
5/15/2022,30298,29722.1,31312.4,30211.2
5/14/2022,29700.5,29568.9,30226.3,29554.4
5/13/2022,29540.2,30567.5,29788.8,29223.9
5/12/2022,30636.3,28383.7,30713.2,28755
5/11/2022,28757.2,31204.8,30136.7,28503.5
5/10/2022,31290.5,30655.3,31661,30652.7
5/9/2022,30665.4,33557,31380.7,29831
5/8/2022,33582,34478,34227,33296
5/7/2022,34461,35813,35497,34228
5/6/2022,35866,36431,36051,35757
5/5/2022,36405,39736,36646,36155
5/4/2022,39727,38017,39791,39555
5/3/2022,38004,38500,38098,37660
5/2/2022,38523,38705,38603,38312
5/1/2022,38699,38045,38807,38387
4/30/2022,38005,38652,38077,37397
4/29/2022,38649,39512,38775,38549
4/28/2022,39487,39345,39919,39299
4/27/2022,39352,38333,39698,39164
4/26/2022,38379,40549,38476,37869
4/25/2022,40536,39254,40724,40398
4/24/2022,39255,39787,39505,38695
4/23/2022,39801,39464,39829,39421
4/22/2022,39441,40502,39852,39433
4/21/2022,40549,41711,40655,40258
4/20/2022,41669,41409,41780,41339
4/19/2022,41359,40701,41550,41235
4/18/2022,40710,39820,41271,40613
4/17/2022,40430,40424,40531,40129
4/16/2022,40299,40425,40432,40129
4/15/2022,40432,40208,40691,40414
4/14/2022,40155,41332,40173,39781
4/13/2022,41314,40071,41494,41062
4/12/2022,40095,39717,40267,39581
4/11/2022,39695,42108,39845,39293
4/10/2022,42079,42783,42418,41791
4/9/2022,42786,42391,42893,42605
4/8/2022,42419,43612,42468,42129
4/7/2022,43572,43326,43697,43304
4/6/2022,43297,45180,43559,42747
4/5/2022,45228,46654,45512,44417
4/4/2022,46622,46025,46788,46430
4/3/2022,46110,45962,46442,45772
4/2/2022,46201,46366,47212,45641
4/1/2022,46541,44597,47212,46096
3/31/2022,44525,47100,45652,44261
3/30/2022,47109,47470,47438,46980
3/29/2022,47475,47347,47475,46601
3/28/2022,47350,47060,47631,47087
3/27/2022,47016,44739,47561,46672
3/26/2022,44652,44425,44950,44511
3/25/2022,44380,43984,44471,44090
3/24/2022,43969,42738,44400,43883
3/23/2022,42797,42118,43284,42683
3/22/2022,42145,42257,42552,41930
3/21/2022,42263,40855,42490,40893
3/20/2022,40887,41961,41471,40530
3/19/2022,41988,41804.4,42301,41804
3/18/2022,41575.3,40528.3,41998.4,41529.6
3/17/2022,40498.2,41006.2,40935.6,40272.9
3/16/2022,41003.8,39160.8,41379.8,40825.1
3/15/2022,39177.4,38773.8,41701.6,38996.6
3/14/2022,38729.5,38172.4,39786.1,38658
3/13/2022,38109.1,39189.3,38294.7,37613.6
3/12/2022,39181.1,39093.5,39272.3,38733.1
3/11/2022,39188.2,38515.4,39289.9,38666.5
3/10/2022,38491,39543.1,39431.9,38236.4
3/9/2022,39648,41637,42029.1,39466.2
3/8/2022,41623.2,38558,41793.9,38663.3
3/7/2022,38487.5,37931.7,38935,37886.6
3/6/2022,37951.3,39468.9,38543.2,37597.7
3/3/2022,42449.2,43912.8,44077.2,41840.8
3/2/2022,43300.1,44252.7,44041.7,43258.7
3/1/2022,44336.6,43350,44730.7,43857.6
2/28/2022,43331.5,37818.6,43638.6,42890.9
2/27/2022,37827.8,38610.6,38336.3,37458.9
2/26/2022,38608.2,39420,39255,38230.9
2/25/2022,39443.6,38927.2,40094.5,39166.3
2/24/2022,38756.5,34912.1,38991,38167
2/23/2022,35078.8,37760.5,37417.3,34594.1
2/22/2022,37982.8,36576.5,38329.9,37598.7
2/21/2022,36714.9,38935.8,37421.1,36399.6
2/20/2022,39234,39533.9,39320.6,38226.8
2/19/2022,39622.6,40140,40120.3,39588.5
2/18/2022,40169.6,40693.8,40284,39940.6
2/17/2022,40652.1,43635,40928.6,40318
2/16/2022,43692.1,43900.1,44167.1,43376.3
2/15/2022,43852.7,43492.8,44552.9,43692.2
2/14/2022,43483.8,41967.6,43732.5,42460.1
2/13/2022,41909.3,42207.6,42170.6,41591.3
2/12/2022,42202.7,42291,42495.3,42080
2/11/2022,42275.7,43108,42480.7,42179.9
2/10/2022,43052.3,43802.1,43705.9,42643.7
2/9/2022,43607.8,43469.5,44398.2,43594.8
2/8/2022,43555.2,44370.6,44305.3,43202.1
2/7/2022,44287.8,42839.2,44304.4,43585.5
2/6/2022,42793.1,41551.6,42922.9,41695.4
2/5/2022,41521.7,41467.3,41641.2,41321.1
2/4/2022,41450.2,37301.6,41873.6,41201.1
2/3/2022,37334.7,36915.5,37420.8,37041.1
2/2/2022,36961.3,38469,37043.1,36773.4
2/1/2022,38467.8,38564.9,38853.8,38399.7
1/31/2022,38539.1,36915.8,38644.7,38189.4
1/30/2022,36958.5,38120.7,37923.8,36672.8
1/29/2022,38040.5,37834.2,38274.7,37796.4
1/28/2022,37844.5,37214,37977,37465.4
1/27/2022,37151.3,35947.3,37452.8,36662.4
1/26/2022,35905.8,37784.3,37067.9,35543.2
1/25/2022,36391.9,33701.2,36717.6,35729.3
1/24/2022,36013.2,35121.4,36691.3,35976.4
1/23/2022,35095.6,35227.4,36268.6,35095.6
1/22/2022,35245.4,36286.7,35516.8,34821.4
1/21/2022,36303.9,38809.5,36749.8,36082.4
1/20/2022,38853.1,41902.4,41104.6,38300.8
1/19/2022,41929.2,41715.7,42072.7,41658.9
1/18/2022,41705.1,42041.6,42492,41609.5
1/17/2022,42026.6,42623.5,42420.3,41931.5
1/16/2022,42721.7,43035.1,43179.6,42610.7
1/15/2022,43069.7,42937.5,43150,42873.1
1/14/2022,42878.6,42687.5,43179,42759.6
1/13/2022,42747.6,43632.1,42824.4,42380.9
1/12/2022,43618.7,42628.4,44039.1,43437.3
1/11/2022,42576.5,42325.5,42968.4,42476.7
1/10/2022,42191,42198.5,42377.3,41582
1/9/2022,42346.2,41809.4,42764.4,41260.9
1/8/2022,41976.8,41902.2,42168.4,41396.8
1/7/2022,41950.2,41656.7,42226.8,41551.3
1/6/2022,41628.5,43051,43127.7,41070
1/5/2022,42947.9,46398.9,43772.3,42615.8
1/4/2022,46439.5,46096.5,46536.5,45750.1
1/3/2022,46069.1,46825.2,46517.6,45967.2
1/2/2022,46819.5,46919.1,47292,46740.9
1/1/2022,47043.6,46709.5,47753.3,47043.6
12/31/2021,46762.2,47204.7,46925.4,46217.5
12/30/2021,47315.3,46503.3,47451.6,46835.4
12/29/2021,46773,48006.7,46922,46003
12/28/2021,47862.4,49821.4,48121.7,47484.8
12/27/2021,49151.8,51012.7,50703.8,48743.7
12/26/2021,51003.8,49701.7,51129.7,50459
12/25/2021,49819.5,50836.9,50663.2,49631.7
12/24/2021,50890.6,51038.4,51131.9,50633.8
12/23/2021,51052,48371.2,51521.4,50657.1
12/22/2021,48475.2,49227,48723.4,48089.3
12/21/2021,49302.3,48577,49540.3,48617.7
12/20/2021,48589.7,46990.8,48797.6,46654
12/19/2021,47133.6,47322.3,48068.4,46438.4
12/18/2021,48000.5,46418.4,48068.4,46438.4
12/17/2021,46421.2,47925.9,46493.4,45513.4
12/16/2021,47915.7,48756.4,47997.2,47500.5
12/15/2021,48788.9,48243.2,49256.4,48603.9
12/14/2021,48249.7,47007,48670,47868.7
12/13/2021,46988.2,49041.3,47210.1,46338.3
12/12/2021,49007.3,48864,50196.1,48483.9
12/11/2021,48922.7,48546.4,49652.7,48917.4
12/10/2021,48434.8,48205.8,48669.8,46834
12/9/2021,48234.5,49819.8,48751.2,47473.8
12/8/2021,49730.4,50230.2,50790.2,49501.1
12/7/2021,50189.3,50916.3,50799.1,50090.9
12/6/2021,50907.7,49004.9,51351.1,50378.7
12/5/2021,49059,48957.6,49457.2,48317.2
12/4/2021,48367.5,55320.6,53847.2,42587.8
12/3/2021,51422.3,56598.7,53847.2,51422.3
12/2/2021,56546.4,56509.6,56752.2,56116.3
12/1/2021,56496.9,57081.6,57377.5,55807.9
11/30/2021,57078.1,57209.6,57671.5,56715
11/29/2021,57219.4,57263.2,57961.1,56819.6
11/28/2021,57371.9,54045,58228.5,57157.7
11/27/2021,53998,54496.1,54804.3,53735.5
11/26/2021,54553.2,57900.3,54622.7,53654.3
11/25/2021,57815.7,57746.4,59151.1,57696.6
11/24/2021,57272.3,56402.5,58262.9,57127.1
11/23/2021,56578.8,56932.2,57697.4,56171.3
11/22/2021,56902.1,57399.8,57243.9,56024.2
11/21/2021,57290,58679,58719.7,57203.6
11/20/2021,58654.6,58543.1,59771.9,58598.5
11/19/2021,58425.7,55903.4,58982.4,57963
11/18/2021,56147.5,59862.2,57502.4,55626.3
11/17/2021,59941.3,59037.2,60936.9,59661.5
11/16/2021,58999.1,61258.5,60398.7,58584
11/15/2021,61418.5,65776.6,63605.6,60375.5
11/14/2021,65736.6,64743.7,66160.7,65514.9
11/13/2021,64749.6,63701,65289.1,64397.2
11/12/2021,63800.9,64921.3,64417,63584.4
11/11/2021,65005.4,64642,65449.7,64158.4
11/10/2021,64556.4,66644.3,65042.2,64121.9
11/9/2021,66627.7,68277.9,67357.6,66263.9
11/8/2021,68205.4,65181.3,68493.3,67169.7
11/7/2021,65164.5,62194.2,65575.3,63276.4
11/6/2021,62091.7,61132.9,62307.7,61347.2
11/5/2021,61078.6,62242.1,61289.5,60828.8
11/4/2021,62139.5,62439.2,62326.3,60856.7
11/3/2021,62464,63211.6,63077.6,62293.8
11/2/2021,63041.7,61091.8,63508.6,62810.7
11/1/2021,61098.7,59952.3,61523.4,60651.5
10/31/2021,60086.2,61699.2,61733.9,60019.3
10/30/2021,61648.6,61667.6,62393.7,61617.3
10/29/2021,61707.2,61661.1,62338.5,61646.6
10/28/2021,61558.1,58791.6,62009.1,60322.2
10/27/2021,58791.1,60536.2,58946.1,58128.1
10/26/2021,60708.6,62738.2,60830.4,60159.3
10/25/2021,62688.4,61955.9,63275.1,62647.9
10/24/2021,62094.3,61197.5,62214.4,60655.8
10/23/2021,61253.3,61133.6,61469.9,60829.3
10/22/2021,61162.7,62840.3,61243.3,60434.1
