reserve_pct,buy_tiers,sell_tiers,median_value,mean_value,std_value,cagr,max_value,min_value,percentile_25,percentile_75,median_improvement,mean_improvement,cagr_improvement,sharpe_ratio,win_rate,beat_dca_rate
80,"[(5, 15), (15, 30), (25, 45), (35, 60)]","[(15, 10), (30, 20), (45, 30), (60, 40)]",65681.45042229071,65098.065912164035,24766.461160505158,1.8259092628508666,170356.79267145373,20512.160605412002,45376.24144621697,77910.18635575894,18.4962059100615,1.186700759817262,3.3981931836230994,0.03082633651004539,61.0,58.199999999999996
30,"[(15, 30), (25, 50), (35, 70)]","[(30, 15), (50, 25), (70, 35)]",65615.87861945182,65343.64522141904,27157.651059656997,1.8055699545493464,160033.15146568432,14931.940429189395,42604.76112322077,82063.4904990098,18.37790751985947,1.5684227008641447,3.377853875321579,0.037154854554068854,60.6,56.2
60,"[(15, 30), (25, 50), (35, 70)]","[(15, 10), (30, 20), (45, 30), (60, 40)]",65612.07429531994,64311.5397149242,26855.48134687728,1.804389416005625,155951.4068893175,15231.880349433994,42290.997593126944,80950.95610146984,18.371044121247202,-0.035854624043891156,3.376673336777858,-0.0008589282405775071,58.199999999999996,55.00000000000001
50,"[(20, 50), (40, 100)]","[(30, 15), (50, 25), (70, 35)]",65586.50897004294,65514.71589087132,27392.743627298933,1.7964546933279646,170072.10986603703,16440.483599601343,43809.62521401344,80180.15753458001,18.324921600677026,1.8343303956028048,3.3687386141001974,0.043081089673248946,58.8,54.800000000000004
30,"[(15, 30), (25, 50), (35, 70)]","[(15, 10), (30, 20), (45, 30), (60, 40)]",65580.61571064396,65522.6406906362,28197.32267319394,1.7946252485656178,179111.99425869188,17455.85688054812,42652.39769284255,84338.81061252023,18.31428954436992,1.8466484934011769,3.3669091693378506,0.04213286694407641,60.6,55.00000000000001
70,"[(15, 30), (25, 50), (35, 70)]","[(20, 10), (40, 20), (60, 30)]",65573.91691720349,66478.29836684237,29208.25735053069,1.792545582116678,218721.26847942494,16424.505359083716,44381.68715767787,82987.54743380583,18.30220422040451,3.3320973459303995,3.364829502888911,0.07339334541079996,60.8,56.599999999999994
40,"[(20, 50), (40, 100)]","[(15, 10), (30, 20), (45, 30), (60, 40)]",65497.511140297,65602.45915070282,27533.530200226654,1.7688130788878986,151839.75525914595,15357.644047523328,41359.7427548727,82671.80856254179,18.16436020790449,1.9707161829815127,3.3410969996601314,0.04604758253720234,60.199999999999996,54.800000000000004
40,"[(10, 20), (20, 40), (30, 60)]","[(20, 10), (40, 20), (60, 30)]",65396.09890189087,65301.64175130719,26757.28430707208,1.7372790532161897,187924.8522445485,17973.127523086536,43511.84217548573,81744.83464159982,17.981401923537884,1.503133625044026,3.3095629739884225,0.036141003471875544,62.4,54.0
70,"[(20, 50), (40, 100)]","[(20, 10), (40, 20), (60, 30)]",65381.08167582257,63661.196358025416,26748.915149509372,1.7326061381657265,164350.63718572317,13603.416270012412,40635.06816819087,79686.91703238024,17.954309277121787,-1.046731026031677,3.3048900589379593,-0.025175237368617886,59.0,53.400000000000006
60,"[(15, 30), (25, 50), (35, 70)]","[(30, 15), (50, 25), (70, 35)]",65370.983086543805,65021.641049902995,27081.840568353833,1.729463274027454,181859.63327695936,16771.945216491396,43121.88674151445,80320.56227388149,17.93609036589367,1.067907988329207,3.301747194799687,0.025368822399703804,59.599999999999994,54.400000000000006
80,"[(10, 40), (20, 60), (30, 80)]","[(30, 15), (50, 25), (70, 35)]",65338.0561413586,63635.768157161,28315.704545953242,1.719213112920004,189594.71356001814,15374.107263519087,39530.982893267974,79689.23567556217,17.87668671308804,-1.0862559445630475,3.2914970336922367,-0.024680243713243837,58.4,54.800000000000004
40,"[(10, 40), (20, 60), (30, 80)]","[(30, 15), (50, 25), (70, 35)]",65308.141825192855,65393.10825877158,28969.80208854461,1.7098972002948631,184640.49332856375,10776.929125793578,41544.06279105496,82369.34309468619,17.822718158111805,1.6453067294313821,3.282181121067096,0.036538102996665066,60.0,55.2
20,"[(10, 20), (20, 40), (30, 60)]","[(25, 25), (50, 50)]",65276.87063896644,65945.54888810027,28071.090324729063,1.7001550811620136,178097.9414556862,18221.82163770135,42305.18010478981,83003.30629254796,17.766301667636743,2.5040057378300613,3.2724390019342464,0.05738794693036144,61.199999999999996,56.39999999999999
20,"[(20, 50), (40, 100)]","[(20, 10), (40, 20), (60, 30)]",65255.850634392715,65261.974333213744,28046.35672010839,1.6936044818179674,181487.32892992883,11314.771410442523,42382.83031872918,83792.79024699918,17.728379380991367,1.4414756462962164,3.2658884025902,0.03306553133446798,58.8,53.6
70,"[(10, 20), (20, 40), (30, 60)]","[(30, 15), (50, 25), (70, 35)]",65238.39922274038,64433.72844579275,26354.98290781109,1.6881647034356462,196666.86330203293,17577.35250794388,43934.22037000553,77915.07719126798,17.69689520920038,0.1540722865850773,3.260448624207879,0.0037610268946917614,61.0,55.00000000000001
30,"[(20, 50), (40, 100)]","[(20, 10), (40, 20), (60, 30)]",65185.63134904322,64055.22714375848,25341.074991890328,1.6717093482927714,149074.36657976304,15161.815303858153,42919.39933084884,80132.3922308736,17.60169644627945,-0.43426006168806547,3.243993269065004,-0.011024769178034556,58.8,54.2
80,"[(20, 50), (40, 100)]","[(25, 25), (50, 50)]",65123.44984570591,64516.25946601829,27460.429632428815,1.6523047240487587,191614.42404676165,14414.17142724261,42399.533631978884,78787.30439887746,17.48951451095552,0.2823563074687636,3.2245886448209915,0.006615075662779695,60.199999999999996,55.00000000000001
20,"[(10, 20), (20, 40), (30, 60)]","[(15, 10), (30, 20), (45, 30), (60, 40)]",65096.6321622705,66204.56018008984,29593.91746375759,1.643931308686919,177422.21913023008,11108.952064310904,43354.20596164437,83030.19251427516,17.44113260528867,2.906605995283573,3.2162152294591517,0.06318709025638673,57.599999999999994,57.99999999999999
