reserve_pct,buy_threshold,sell_threshold,median_value,mean_value,std_value,median_improvement,mean_improvement,sharpe_ratio,win_rate
10,30,60,54617.45947022283,62036.42829774381,33445.109870543885,6.083799623117297,-0.15168151661253232,-0.0028177734037764684,54.800000000000004
20,5,40,54570.04863152309,60454.676725804435,30145.89107776409,5.991713283668844,-2.6975281917078755,-0.055596044870446934,56.39999999999999
30,25,100,54489.23061399655,60729.75809973011,30407.42252339431,5.834739992337032,-2.254781673472593,-0.04607134781040693,55.800000000000004
0,15,100,54233.231821563786,63418.32853790961,39638.489085434616,5.337512093719676,2.072502226366794,0.032485080253963496,54.0
40,25,100,54077.1954048014,59992.74281692114,28907.04782555875,5.0344416812491986,-3.441015934604456,-0.0739586496277209,54.6
10,10,80,53897.912430521785,61956.38291350726,34010.423023278396,4.6862193489804405,-0.280515449153216,-0.005124491547690062,54.0
20,25,100,53680.19796078085,62438.076615676,34297.30336690025,4.263351306287206,0.4947758999029905,0.008963024689260588,54.6
10,10,100,53651.37915997124,59668.51160531368,31982.968095643795,4.207376386909418,-3.9628696609901475,-0.07698339397853095,54.2
10,5,40,53586.18259532175,61031.594915665955,35359.26043978036,4.080744731620449,-1.7689719749688873,-0.031083063092602527,53.0
0,15,80,53356.169957184604,61346.47891970868,36092.30681955868,3.6339898870779535,-1.2621626826917298,-0.02172734824169718,53.400000000000006
20,20,100,53323.02753862065,60421.49913990734,32772.484667454664,3.5696171805466115,-2.7509278836963245,-0.052152588253810236,53.800000000000004
10,20,80,53309.59425772414,59373.57942731501,30803.630678135276,3.5435256432849136,-4.43756626825568,-0.0895053456625622,52.0
0,10,60,53198.03879415138,62633.23866004522,40095.13758048244,3.3268508371092826,0.8088913720014357,0.012534428151368942,52.0
0,20,100,53196.95424771287,62340.265100882025,35792.07488641693,3.3247443164438923,0.3373471834459763,0.005855934944362602,52.400000000000006
0,30,80,53178.00000130529,61683.4168305646,35391.00584259716,3.2879293767265847,-0.7198573831215916,-0.012637453997436024,52.800000000000004
10,25,100,53169.632238108956,59780.79542881936,31149.584836052207,3.2716766230682452,-3.782147603361065,-0.07543836049090245,52.2
0,25,100,52801.924527721,62655.03642021416,35461.90356518006,2.557475862962622,0.8439751084332996,0.0147867804227413,52.400000000000006
0,15,60,52665.03420355368,61198.94719355972,34027.7184292934,2.291593014141604,-1.4996166300438403,-0.02738126116800135,51.6
10,15,80,52576.95266170362,61942.87228048544,36191.171075527534,2.1205117385430614,-0.30226096265054586,-0.005189021320864647,52.2
0,5,80,52498.36546535248,62078.63242009508,38891.847831414256,1.9678713837641668,-0.0837535142198778,-0.001337982678372624,51.4
0,5,100,51430.437237632024,61477.27066656424,34228.39288287505,-0.10637163706203251,-1.0516519174304815,-0.019089367546265293,49.8
0,10,100,51382.12149139446,58596.54999159314,32388.053423354002,-0.2002155835257435,-5.6882037517122415,-0.10911798251765041,49.8
0,30,60,51023.11814222395,59902.90962137891,33310.01159118372,-0.8975098137378821,-3.5856034578550093,-0.0668795749694105,49.6
