Date,Price,Open,High,Low,Change %
1992-10-14,1248.58,1248.27,1254.98,1244.0,0.02%
1992-10-15,1249.07,1248.16,1253.34,1243.89,0.05%
1992-10-16,1255.36,1248.95,1255.36,1242.24,0.51%
1992-10-19,1265.06,1255.0,1265.06,1251.95,0.80%
1992-10-20,1266.47,1264.94,1274.09,1263.42,0.12%
1992-10-21,1266.96,1266.35,1268.17,1263.3,0.05%
1992-10-22,1264.4,1266.84,1270.19,1258.91,-0.19%
1992-10-23,1261.84,1264.28,1268.24,1260.62,-0.19%
1992-10-26,1273.98,1261.49,1273.98,1260.27,0.99%
1992-10-27,1274.77,1273.86,1276.9,1270.2,0.07%
1992-10-28,1279.52,1274.65,1279.52,1271.91,0.38%
1992-10-29,1281.84,1279.4,1282.75,1278.49,0.19%
1992-10-30,1275.02,1281.72,1282.33,1274.41,-0.52%
1992-11-02,1287.14,1274.66,1287.14,1272.83,0.98%
1992-11-03,1278.19,1287.02,1287.02,1274.23,-0.69%
1992-11-04,1269.55,1278.07,1281.72,1268.03,-0.67%
1992-11-05,1273.08,1269.43,1273.38,1264.86,0.29%
1992-11-06,1270.83,1273.26,1273.26,1269.0,-0.17%
1992-11-09,1273.51,1270.47,1278.08,1268.04,0.24%
1992-11-10,1273.39,1273.39,1276.74,1271.57,0.00%
1992-11-11,1284.22,1273.27,1284.53,1272.67,0.86%
1992-11-12,1286.23,1284.1,1286.84,1282.58,0.17%
1992-11-13,1284.59,1286.11,1286.11,1280.33,-0.12%
1992-11-16,1279.06,1284.23,1284.23,1278.15,-0.40%
1992-11-17,1274.68,1278.63,1279.85,1271.64,-0.33%
1992-11-18,1285.51,1274.56,1287.33,1274.26,0.86%
1992-11-19,1287.51,1285.38,1287.51,1284.17,0.17%
1992-11-20,1296.51,1287.39,1297.72,1287.39,0.71%
1992-11-23,1291.58,1296.14,1296.14,1290.98,-0.35%
1992-11-24,1299.06,1291.46,1304.22,1290.55,0.59%
1992-11-25,1303.8,1298.94,1304.4,1298.94,0.37%
1992-11-27,1306.59,1303.55,1311.75,1303.55,0.23%
1992-11-30,1309.86,1306.22,1310.17,1303.79,0.28%
1992-12-01,1307.92,1309.74,1310.04,1302.76,-0.14%
1992-12-02,1305.06,1307.79,1308.1,1301.11,-0.21%
1992-12-03,1304.94,1305.24,1308.28,1301.6,0.00%
1992-12-04,1311.49,1304.82,1313.92,1304.21,0.51%
1992-12-07,1320.83,1311.12,1320.83,1311.12,0.74%
1992-12-08,1325.87,1320.71,1325.87,1318.58,0.39%
1992-12-09,1321.49,1325.74,1325.74,1316.64,-0.32%
1992-12-10,1318.34,1321.67,1321.67,1312.27,-0.23%
1992-12-11,1315.48,1318.21,1318.21,1314.27,-0.21%
1992-12-14,1312.38,1315.11,1319.96,1312.38,-0.21%
1992-12-15,1311.65,1312.26,1314.99,1309.53,-0.05%
1992-12-16,1308.19,1311.53,1316.38,1306.37,-0.25%
1992-12-17,1319.89,1308.07,1319.89,1308.07,0.90%
1992-12-18,1337.65,1320.07,1337.65,1319.77,1.36%
1992-12-21,1335.46,1337.27,1337.27,1332.12,-0.14%
1992-12-22,1334.12,1335.33,1338.06,1327.75,-0.09%
1992-12-23,1330.05,1333.99,1336.42,1330.05,-0.30%
1992-12-24,1332.35,1329.93,1332.35,1329.93,0.18%
1992-12-28,1329.73,1331.85,1331.85,1324.28,-0.16%
1992-12-29,1326.27,1329.6,1340.2,1325.06,-0.25%
1992-12-30,1328.57,1326.15,1330.39,1323.42,0.18%
1992-12-31,1319.06,1328.75,1330.87,1319.06,-0.71%
1993-01-04,1317.66,1318.56,1323.41,1314.93,-0.07%
1993-01-05,1314.2,1317.23,1317.53,1312.08,-0.25%
1993-01-06,1314.68,1314.08,1316.8,1308.63,0.05%
1993-01-07,1303.06,1314.56,1317.59,1300.34,-0.87%
1993-01-08,1298.1,1302.94,1302.94,1291.45,-0.37%
1993-01-11,1303.18,1297.43,1303.48,1297.43,0.42%
1993-01-12,1303.36,1303.06,1304.57,1294.89,0.02%
1993-01-13,1309.28,1303.23,1310.49,1300.21,0.46%
1993-01-14,1317.93,1309.46,1318.23,1309.16,0.67%
1993-01-15,1321.43,1317.8,1328.69,1317.5,0.28%
1993-01-18,1320.15,1321.06,1321.06,1317.43,-0.07%
1993-01-19,1314.89,1320.03,1322.75,1313.38,-0.39%
1993-01-20,1309.63,1314.77,1318.09,1309.63,-0.39%
1993-01-21,1315.85,1309.5,1316.76,1306.79,0.48%
1993-01-22,1317.54,1315.73,1322.67,1315.73,0.14%
1993-01-25,1328.95,1317.17,1330.46,1317.17,0.89%
1993-01-26,1328.52,1329.12,1336.97,1327.31,-0.02%
1993-01-27,1322.96,1328.39,1328.7,1319.03,-0.41%
1993-01-28,1324.65,1322.83,1325.85,1320.42,0.14%
1993-01-29,1324.82,1324.52,1325.12,1319.09,0.02%
1993-02-01,1335.62,1324.45,1335.62,1324.45,0.84%
1993-02-02,1335.79,1335.49,1336.7,1330.36,0.02%
1993-02-03,1349.55,1335.67,1350.15,1335.67,1.04%
1993-02-04,1356.66,1349.42,1357.57,1349.42,0.54%
1993-02-05,1354.42,1356.23,1356.53,1348.39,-0.16%
1993-02-08,1351.02,1354.04,1357.36,1350.42,-0.22%
1993-02-09,1343.05,1351.2,1351.2,1340.64,-0.58%
1993-02-10,1345.64,1342.93,1346.25,1339.61,0.20%
1993-02-11,1350.04,1345.52,1355.17,1345.52,0.34%
1993-02-12,1340.56,1349.61,1349.91,1340.56,-0.69%
1993-02-16,1307.81,1339.76,1340.06,1306.6,-2.41%
1993-02-17,1305.88,1307.69,1307.99,1298.64,-0.14%
1993-02-18,1301.54,1313.59,1319.32,1290.39,-0.32%
1993-02-19,1308.34,1301.41,1308.64,1300.81,0.53%
1993-02-22,1310.99,1307.97,1314.9,1305.87,0.23%
1993-02-23,1309.66,1311.16,1315.68,1302.43,-0.09%
1993-02-24,1327.91,1309.53,1327.91,1309.23,1.40%
1993-02-25,1332.0,1327.18,1332.0,1324.17,0.32%
1993-02-26,1335.18,1331.87,1336.39,1327.96,0.25%
1993-03-01,1330.59,1334.81,1337.22,1328.49,-0.32%
1993-03-02,1348.23,1330.47,1348.23,1327.76,1.33%
1993-03-03,1352.31,1348.1,1354.42,1347.5,0.31%
1993-03-04,1346.17,1352.19,1352.79,1344.36,-0.45%
1993-03-05,1342.43,1346.04,1352.96,1340.93,-0.27%
1993-03-08,1367.92,1342.05,1367.92,1342.05,1.93%
1993-03-09,1366.89,1367.79,1370.2,1364.79,-0.07%
1993-03-10,1372.48,1366.76,1372.48,1361.65,0.42%
1993-03-11,1364.53,1372.65,1373.85,1363.93,-0.57%
1993-03-12,1352.67,1364.4,1364.4,1344.25,-0.86%
1993-03-15,1357.1,1352.29,1357.1,1351.09,0.36%
1993-03-16,1356.97,1356.97,1359.98,1355.77,0.00%
1993-03-17,1347.53,1356.84,1356.84,1346.62,-0.69%
1993-03-18,1358.22,1347.4,1359.72,1347.4,0.80%
1993-03-19,1352.98,1358.09,1362.3,1352.08,-0.38%
1993-03-22,1348.69,1352.6,1352.6,1340.28,-0.29%
1993-03-23,1348.27,1348.57,1351.27,1346.76,-0.02%
1993-03-24,1346.04,1347.84,1354.45,1340.03,-0.16%
1993-03-25,1354.32,1345.91,1357.02,1345.31,0.62%
1993-03-26,1344.88,1354.19,1357.8,1344.58,-0.69%
1993-03-29,1353.51,1344.5,1359.52,1344.5,0.67%
1993-03-30,1356.99,1353.38,1357.29,1349.78,0.27%
1993-03-31,1355.96,1356.86,1365.56,1355.96,-0.07%
1993-04-01,1351.63,1355.83,1358.53,1349.53,-0.31%
1993-04-02,1324.79,1351.5,1351.5,1322.69,-1.98%
1993-04-05,1327.11,1324.41,1327.41,1321.71,0.20%
1993-04-06,1323.69,1326.99,1330.29,1318.59,-0.25%
1993-04-07,1328.06,1323.56,1328.06,1321.46,0.34%
1993-04-08,1325.24,1327.94,1331.24,1319.84,-0.20%
1993-04-12,1344.53,1324.74,1344.53,1324.74,1.49%
1993-04-13,1346.8,1344.4,1350.4,1342.3,0.18%
1993-04-14,1345.18,1346.68,1349.07,1343.08,-0.11%
1993-04-15,1344.15,1344.75,1346.25,1338.16,-0.07%
1993-04-16,1345.52,1344.02,1347.02,1341.93,0.11%
1993-04-19,1340.95,1345.14,1345.74,1336.15,-0.31%
1993-04-20,1333.63,1340.82,1340.82,1323.74,-0.54%
1993-04-21,1329.01,1333.5,1335.6,1327.51,-0.34%
1993-04-22,1316.6,1328.89,1335.18,1316.6,-0.92%
1993-04-23,1308.99,1316.48,1316.48,1308.39,-0.57%
1993-04-26,1298.14,1308.62,1312.81,1294.55,-0.80%
1993-04-27,1311.49,1298.02,1311.49,1296.82,1.04%
1993-04-28,1311.37,1311.37,1313.76,1307.48,0.00%
1993-04-29,1313.94,1311.24,1314.24,1304.06,0.21%
1993-04-30,1317.71,1313.82,1323.99,1313.82,0.30%
1993-05-03,1324.22,1317.33,1324.52,1311.35,0.52%
1993-05-04,1328.88,1324.39,1332.17,1323.79,0.36%
1993-05-05,1329.95,1328.46,1334.74,1327.86,0.09%
1993-05-06,1326.24,1330.13,1330.72,1325.04,-0.27%
1993-05-07,1323.12,1326.11,1327.31,1321.33,-0.23%
1993-05-10,1324.24,1322.75,1332.02,1322.15,0.11%
1993-05-11,1328.9,1324.12,1329.5,1320.23,0.36%
1993-05-12,1329.97,1328.48,1331.17,1324.29,0.09%
1993-05-13,1313.1,1329.85,1329.85,1313.1,-1.26%
1993-05-14,1314.18,1312.98,1314.77,1309.69,0.09%
1993-05-17,1316.2,1313.81,1316.2,1308.43,0.18%
1993-05-18,1315.77,1316.07,1318.76,1308.6,-0.02%
1993-05-19,1337.46,1315.65,1338.36,1305.49,1.66%
1993-05-20,1346.3,1337.34,1346.3,1336.74,0.67%
1993-05-21,1331.83,1346.17,1346.17,1329.14,-1.07%
1993-05-24,1338.03,1331.46,1339.22,1329.96,0.49%
1993-05-25,1340.59,1337.9,1340.89,1337.01,0.20%
1993-05-26,1353.9,1340.16,1354.2,1340.16,1.00%
1993-05-27,1350.79,1354.07,1357.36,1346.91,-0.22%
1993-05-28,1344.09,1350.66,1350.66,1336.63,-0.49%
1993-06-01,1354.33,1343.59,1359.7,1343.59,0.80%
1993-06-02,1354.5,1354.2,1356.29,1350.92,0.02%
1993-06-03,1350.2,1354.07,1354.37,1346.02,-0.31%
1993-06-04,1342.91,1349.77,1350.07,1339.33,-0.53%
1993-06-07,1335.37,1342.53,1344.62,1334.18,-0.53%
1993-06-08,1326.3,1335.24,1335.24,1325.1,-0.67%
1993-06-09,1329.45,1326.17,1334.22,1326.17,0.25%
1993-06-10,1328.13,1329.33,1330.52,1324.26,-0.09%
1993-06-11,1333.67,1328.01,1336.36,1328.01,0.43%
1993-06-14,1334.49,1333.0,1337.17,1333.0,0.09%
1993-06-15,1330.19,1334.36,1336.15,1329.89,-0.31%
1993-06-16,1333.34,1330.07,1333.34,1322.02,0.25%
1993-06-17,1336.5,1333.22,1337.99,1331.73,0.25%
1993-06-18,1322.07,1336.37,1336.67,1322.07,-1.07%
1993-06-21,1329.14,1321.69,1329.74,1321.69,0.56%
1993-06-22,1328.12,1329.02,1329.31,1325.14,-0.07%
1993-06-23,1319.96,1328.3,1328.3,1319.96,-0.61%
1993-06-24,1329.96,1319.24,1331.74,1317.75,0.77%
1993-06-25,1332.81,1329.83,1335.79,1329.83,0.22%
1993-06-28,1345.23,1332.43,1345.23,1332.43,0.96%
1993-06-29,1341.53,1345.11,1345.11,1338.56,-0.27%
1993-06-30,1340.81,1341.41,1343.79,1339.62,-0.04%
1993-07-01,1336.22,1340.69,1342.47,1335.33,-0.33%
1993-07-02,1326.57,1336.1,1336.1,1324.79,-0.71%
1993-07-06,1312.99,1326.37,1329.35,1312.99,-0.99%
1993-07-07,1317.03,1312.86,1319.41,1312.86,0.32%
1993-07-08,1334.15,1316.9,1334.15,1316.9,1.31%
1993-07-09,1332.54,1334.03,1335.22,1328.38,-0.11%
1993-07-12,1334.84,1332.46,1335.14,1330.97,0.20%
1993-07-13,1332.04,1334.71,1339.77,1332.04,-0.20%
1993-07-14,1337.86,1331.91,1340.83,1331.91,0.45%
1993-07-15,1335.06,1337.73,1337.73,1329.41,-0.20%
1993-07-16,1324.83,1334.63,1334.93,1324.53,-0.76%
1993-07-19,1325.05,1324.45,1327.42,1321.48,0.04%
1993-07-20,1328.78,1324.92,1329.67,1318.09,0.29%
1993-07-21,1328.36,1328.66,1329.25,1324.2,-0.02%
1993-07-22,1320.22,1328.24,1328.24,1317.84,-0.60%
1993-07-23,1327.81,1320.09,1327.81,1320.09,0.58%
1993-07-26,1333.38,1327.44,1334.56,1327.14,0.45%
1993-07-27,1330.58,1332.95,1334.14,1326.42,-0.20%
1993-07-28,1327.49,1330.45,1331.64,1325.71,-0.22%
1993-07-29,1336.27,1327.36,1338.05,1327.36,0.67%
1993-07-30,1329.91,1336.14,1336.14,1326.64,-0.47%
1993-08-02,1335.47,1329.53,1335.47,1329.23,0.45%
1993-08-03,1332.97,1335.34,1336.23,1327.92,-0.18%
1993-08-04,1330.47,1332.84,1334.03,1328.69,-0.18%
1993-08-05,1329.16,1330.64,1333.61,1325.6,-0.09%
1993-08-06,1330.81,1329.03,1332.59,1328.44,0.13%
1993-08-09,1336.36,1330.43,1338.74,1329.25,0.45%
1993-08-10,1332.38,1336.24,1336.24,1331.49,-0.29%
1993-08-11,1335.52,1332.85,1337.0,1332.26,0.24%
1993-08-12,1330.95,1335.39,1338.65,1326.5,-0.33%
1993-08-13,1334.08,1330.82,1334.38,1330.82,0.24%
1993-08-16,1340.52,1334.0,1343.48,1334.0,0.51%
1993-08-17,1342.47,1340.39,1343.95,1339.21,0.15%
1993-08-18,1350.93,1342.64,1353.9,1342.34,0.64%
1993-08-19,1351.99,1350.81,1353.18,1348.44,0.09%
1993-08-20,1351.27,1352.16,1352.75,1346.53,-0.04%
1993-08-23,1347.93,1350.59,1350.89,1345.26,-0.22%
1993-08-24,1361.42,1347.8,1361.42,1347.21,1.01%
1993-08-25,1362.18,1361.29,1367.81,1359.81,0.07%
1993-08-26,1364.72,1361.76,1370.34,1358.21,0.20%
1993-08-27,1363.11,1364.89,1364.89,1359.26,-0.11%
1993-08-30,1366.87,1362.72,1368.94,1362.13,0.30%
1993-08-31,1371.77,1366.74,1371.77,1364.96,0.37%
1993-09-01,1370.16,1371.64,1372.23,1366.31,-0.11%
1993-09-02,1364.71,1370.03,1371.21,1364.11,-0.39%
1993-09-03,1364.58,1364.58,1366.94,1360.44,0.00%
1993-09-07,1355.78,1364.06,1366.43,1354.01,-0.61%
1993-09-08,1350.04,1355.66,1355.66,1341.76,-0.41%
1993-09-09,1352.57,1349.91,1354.35,1345.77,0.20%
1993-09-10,1364.86,1352.44,1365.45,1352.44,0.92%
1993-09-13,1365.66,1364.47,1369.5,1363.59,0.09%
1993-09-14,1359.03,1364.94,1365.53,1353.71,-0.48%
1993-09-15,1363.92,1358.9,1365.1,1348.26,0.37%
1993-09-16,1357.29,1363.79,1363.79,1356.11,-0.48%
1993-09-17,1355.39,1357.17,1357.17,1350.37,-0.13%
1993-09-20,1344.08,1355.01,1358.26,1343.79,-0.81%
1993-09-21,1337.46,1343.96,1346.02,1327.71,-0.48%
1993-09-22,1347.08,1337.33,1348.26,1337.33,0.73%
1993-09-23,1351.38,1346.95,1354.33,1346.95,0.33%
1993-09-24,1350.96,1351.25,1353.91,1348.89,-0.02%
1993-09-27,1362.97,1350.58,1362.97,1350.58,0.92%
1993-09-28,1361.96,1362.84,1363.73,1360.19,-0.06%
1993-09-29,1357.7,1362.13,1363.9,1355.93,-0.30%
1993-09-30,1354.03,1357.57,1359.05,1352.26,-0.26%
1993-10-01,1360.98,1353.9,1361.57,1352.43,0.52%
1993-10-04,1360.6,1360.3,1362.07,1356.76,0.00%
1993-10-05,1360.18,1360.47,1365.78,1354.87,-0.02%
1993-10-06,1358.57,1360.05,1364.18,1357.39,-0.11%
1993-10-07,1354.02,1358.45,1359.62,1353.73,-0.33%
1993-10-08,1357.14,1353.89,1359.2,1345.64,0.24%
1993-10-11,1358.52,1359.11,1361.47,1356.75,0.13%
1993-10-12,1358.98,1358.69,1363.11,1357.81,0.04%
1993-10-13,1360.04,1358.86,1361.51,1357.97,0.09%
1993-10-14,1375.53,1360.2,1375.53,1359.91,1.15%
1993-10-15,1383.35,1375.69,1388.07,1375.4,0.58%
1993-10-18,1379.72,1382.96,1384.43,1378.54,-0.23%
1993-10-19,1373.11,1379.59,1380.18,1368.99,-0.47%
1993-10-20,1372.69,1372.98,1375.04,1367.97,-0.02%
1993-10-21,1370.5,1372.56,1374.03,1367.55,-0.15%
1993-10-22,1364.18,1370.37,1377.43,1364.18,-0.45%
1993-10-25,1366.45,1363.8,1367.33,1360.27,0.19%
1993-10-26,1366.61,1366.32,1366.61,1361.61,0.02%
1993-10-27,1367.37,1366.48,1367.37,1363.84,0.06%
1993-10-28,1376.36,1366.94,1379.6,1366.94,0.67%
1993-10-29,1376.53,1376.23,1377.7,1375.35,0.02%
1993-11-01,1379.96,1376.14,1379.96,1374.67,0.28%
1993-11-02,1377.77,1379.83,1379.83,1371.3,-0.15%
1993-11-03,1361.76,1377.64,1378.23,1355.58,-1.15%
1993-11-04,1345.46,1361.63,1361.93,1344.57,-1.19%
1993-11-05,1351.51,1345.33,1351.51,1336.21,0.46%
1993-11-08,1352.89,1351.12,1356.71,1348.77,0.13%
1993-11-09,1353.05,1352.76,1362.17,1352.76,0.02%
1993-11-10,1362.92,1353.22,1362.92,1350.87,0.74%
1993-11-11,1359.56,1362.79,1366.61,1359.26,-0.24%
1993-11-12,1367.66,1359.43,1368.83,1359.43,0.61%
1993-11-15,1362.57,1367.27,1369.33,1360.22,-0.34%
1993-11-16,1370.96,1362.44,1370.96,1360.09,0.63%
1993-11-17,1365.25,1370.83,1372.3,1359.08,-0.41%
1993-11-18,1361.6,1365.12,1365.42,1356.02,-0.26%
1993-11-19,1358.53,1361.47,1361.47,1350.9,-0.22%
1993-11-22,1347.88,1358.15,1358.15,1342.0,-0.76%
1993-11-23,1353.33,1347.75,1355.67,1345.99,0.41%
1993-11-24,1357.31,1353.2,1358.78,1353.2,0.30%
1993-11-26,1359.11,1357.05,1360.57,1357.05,0.15%
1993-11-29,1355.2,1358.72,1363.71,1354.91,-0.26%
1993-11-30,1354.78,1355.07,1360.06,1350.67,-0.02%
1993-12-01,1354.95,1354.95,1362.57,1354.07,0.02%
1993-12-02,1358.34,1354.82,1358.63,1353.35,0.26%
1993-12-03,1363.49,1358.21,1363.49,1357.04,0.39%
1993-12-06,1367.5,1363.1,1368.97,1361.64,0.32%
1993-12-07,1368.55,1367.37,1368.55,1364.44,0.09%
1993-12-08,1366.95,1368.12,1368.42,1364.31,-0.11%
1993-12-09,1360.67,1366.82,1367.41,1359.79,-0.45%
1993-12-10,1359.66,1360.54,1362.59,1356.14,-0.06%
1993-12-13,1364.55,1359.28,1364.55,1355.76,0.39%
1993-12-14,1356.8,1364.42,1365.59,1355.05,-0.56%
1993-12-15,1352.87,1356.68,1358.43,1352.87,-0.28%
1993-12-16,1357.13,1353.03,1359.19,1352.74,0.32%
1993-12-17,1366.09,1357.01,1366.09,1357.01,0.67%
1993-12-20,1364.24,1365.7,1367.16,1363.07,-0.11%
1993-12-21,1362.35,1363.82,1364.11,1358.55,-0.13%
1993-12-22,1368.08,1361.64,1368.37,1361.64,0.43%
1993-12-23,1368.24,1367.95,1372.93,1367.95,0.02%
1993-12-27,1376.8,1367.73,1377.09,1367.73,0.66%
1993-12-28,1377.84,1376.96,1378.42,1373.45,0.09%
1993-12-29,1376.83,1377.71,1378.88,1374.78,-0.06%
1993-12-30,1370.85,1376.7,1376.7,1369.39,-0.42%
1993-12-31,1364.29,1371.01,1377.16,1364.29,-0.47%
1994-01-03,1360.98,1364.19,1365.36,1358.05,-0.21%
1994-01-04,1365.23,1360.85,1365.23,1357.92,0.32%
1994-01-05,1367.15,1365.11,1367.74,1362.18,0.15%
1994-01-06,1365.56,1367.02,1371.12,1365.27,-0.11%
1994-01-07,1373.62,1365.43,1374.79,1365.14,0.60%
1994-01-10,1389.01,1373.23,1389.01,1372.35,1.15%
1994-01-11,1385.37,1388.88,1388.88,1383.04,-0.25%
1994-01-12,1385.54,1385.24,1388.17,1379.4,0.02%
1994-01-13,1380.44,1385.41,1385.41,1378.39,-0.36%
1994-01-14,1387.32,1380.31,1388.49,1380.31,0.51%
1994-01-17,1382.26,1386.93,1386.93,1380.79,-0.34%
1994-01-18,1384.75,1382.12,1387.67,1382.12,0.19%
1994-01-19,1384.91,1384.04,1386.08,1378.78,0.02%
1994-01-20,1386.83,1384.78,1386.83,1382.16,0.15%
1994-01-21,1385.82,1386.99,1388.45,1382.9,-0.06%
1994-01-24,1377.55,1385.43,1386.89,1376.09,-0.57%
1994-01-25,1374.21,1377.42,1379.17,1372.46,-0.23%
1994-01-26,1380.79,1374.08,1381.38,1373.5,0.49%
1994-01-27,1392.04,1380.66,1393.21,1380.66,0.82%
1994-01-28,1396.58,1391.91,1399.79,1391.91,0.34%
1994-01-31,1404.64,1396.18,1408.43,1396.18,0.61%
1994-02-01,1398.68,1404.51,1404.51,1397.51,-0.42%
1994-02-02,1405.54,1398.54,1406.13,1398.54,0.50%
1994-02-03,1401.62,1405.41,1405.41,1395.79,-0.27%
1994-02-04,1369.71,1401.49,1402.36,1368.25,-2.27%
1994-02-07,1375.15,1369.32,1376.03,1362.91,0.43%
1994-02-08,1372.98,1374.73,1376.48,1368.32,-0.15%
1994-02-09,1377.81,1372.85,1379.56,1372.85,0.36%
1994-02-10,1366.31,1377.68,1378.55,1366.31,-0.82%
1994-02-11,1369.97,1366.18,1372.59,1360.36,0.28%
1994-02-14,1369.59,1369.59,1374.83,1366.38,0.00%
1994-02-15,1376.15,1369.46,1378.78,1369.46,0.49%
1994-02-16,1376.9,1376.03,1380.98,1374.28,0.06%
1994-02-17,1369.49,1376.77,1383.47,1363.67,-0.53%
1994-02-18,1361.79,1369.36,1371.69,1357.13,-0.55%
1994-02-22,1372.34,1361.28,1372.63,1360.99,0.81%
1994-02-23,1369.88,1372.21,1374.83,1366.39,-0.17%
1994-02-24,1351.13,1369.46,1369.75,1351.13,-1.36%
1994-02-25,1356.24,1351.0,1357.4,1351.0,0.39%
1994-02-28,1358.76,1355.85,1364.87,1355.85,0.21%
1994-03-01,1350.78,1358.93,1359.51,1343.8,-0.58%
1994-03-02,1351.82,1350.65,1352.11,1331.17,0.09%
1994-03-03,1346.46,1351.69,1351.69,1345.0,-0.39%
1994-03-04,1351.27,1346.33,1355.63,1344.58,0.37%
1994-03-07,1357.29,1350.89,1360.77,1350.89,0.47%
1994-03-08,1354.25,1357.16,1359.77,1351.64,-0.21%
1994-03-09,1357.61,1354.12,1358.48,1346.86,0.26%
1994-03-10,1348.18,1357.48,1358.06,1344.11,-0.69%
1994-03-11,1355.32,1348.06,1355.9,1343.99,0.54%
1994-03-14,1357.84,1354.94,1358.42,1354.07,0.21%
1994-03-15,1356.55,1357.72,1362.36,1353.65,-0.09%
1994-03-16,1363.4,1356.43,1364.85,1352.07,0.51%
1994-03-17,1367.63,1363.27,1368.21,1360.95,0.32%
1994-03-18,1368.08,1367.5,1368.08,1358.49,0.04%
1994-03-21,1360.14,1367.69,1367.69,1356.37,-0.55%
1994-03-22,1360.89,1359.72,1365.82,1358.27,0.06%
1994-03-23,1359.89,1361.05,1365.4,1359.89,-0.06%
1994-03-24,1347.86,1360.05,1360.05,1342.05,-0.88%
1994-03-25,1336.7,1347.73,1350.34,1336.7,-0.82%
1994-03-28,1334.58,1336.33,1337.78,1323.27,-0.13%
1994-03-29,1312.7,1334.46,1335.33,1312.41,-1.63%
1994-03-30,1292.56,1312.29,1312.58,1292.56,-1.52%
1994-03-31,1293.02,1292.44,1297.08,1265.18,0.04%
1994-04-04,1272.53,1292.24,1292.53,1263.83,-1.55%
1994-04-05,1299.66,1272.99,1299.66,1272.41,2.14%
1994-04-06,1298.96,1299.54,1303.31,1289.97,-0.04%
1994-04-07,1306.95,1298.84,1307.53,1293.91,0.62%
1994-04-08,1295.82,1306.83,1306.83,1291.18,-0.84%
1994-04-11,1303.56,1295.45,1304.72,1295.45,0.63%
1994-04-12,1296.78,1303.15,1306.05,1295.91,-0.51%
1994-04-13,1292.89,1296.65,1299.55,1282.17,-0.29%
1994-04-14,1293.06,1292.77,1296.53,1284.95,0.02%
1994-04-15,1292.35,1292.93,1297.28,1291.2,-0.04%
1994-04-18,1281.28,1292.28,1296.91,1278.38,-0.83%
1994-04-19,1281.16,1281.16,1287.81,1270.44,0.00%
1994-04-20,1279.59,1281.03,1288.27,1272.06,-0.11%
1994-04-21,1298.86,1279.47,1300.02,1279.47,1.52%
1994-04-22,1295.56,1298.74,1302.5,1294.4,-0.25%
1994-04-25,1309.95,1295.19,1309.95,1295.19,1.14%
1994-04-26,1307.51,1309.82,1310.11,1304.04,-0.18%
1994-04-28,1299.16,1306.97,1308.13,1295.98,-0.62%
1994-04-29,1304.25,1299.04,1305.69,1295.57,0.40%
1994-05-02,1309.95,1303.88,1311.69,1298.67,0.47%
1994-05-03,1309.83,1310.12,1312.72,1302.6,0.00%
1994-05-04,1305.95,1309.7,1309.99,1300.74,-0.29%
1994-05-05,1304.96,1306.11,1309.0,1302.93,-0.07%
1994-05-06,1294.43,1304.83,1304.83,1288.07,-0.80%
1994-05-09,1278.17,1294.06,1294.06,1276.72,-1.23%
1994-05-10,1288.74,1278.33,1291.05,1278.05,0.84%
1994-05-11,1275.61,1288.62,1288.62,1273.59,-1.01%
1994-05-12,1282.14,1275.49,1285.03,1275.49,0.52%
1994-05-13,1282.88,1281.44,1284.62,1274.51,0.07%
1994-05-16,1283.68,1282.52,1287.43,1281.08,0.09%
1994-05-17,1297.71,1283.56,1297.71,1281.25,1.10%
1994-05-18,1310.0,1297.58,1312.02,1296.14,0.96%
1994-05-19,1317.96,1309.88,1319.11,1307.85,0.62%
1994-05-20,1313.22,1317.84,1317.84,1311.2,-0.35%
1994-05-23,1307.94,1312.85,1312.85,1303.9,-0.37%
1994-05-24,1312.43,1307.82,1318.2,1307.82,0.35%
1994-05-25,1316.64,1312.31,1316.64,1304.81,0.33%
1994-05-26,1318.82,1316.51,1320.84,1315.07,0.18%
1994-05-27,1319.28,1318.41,1319.28,1311.77,0.04%
1994-05-31,1316.47,1318.78,1319.64,1312.72,-0.17%
1994-06-01,1319.52,1316.35,1321.54,1309.14,0.24%
1994-06-02,1319.39,1319.39,1321.99,1318.53,0.00%
1994-06-03,1326.48,1319.27,1328.78,1315.52,0.55%
1994-06-06,1322.64,1326.1,1331.29,1322.64,-0.26%
1994-06-07,1320.5,1322.52,1324.25,1318.77,-0.15%
1994-06-08,1317.21,1320.38,1324.7,1312.31,-0.24%
1994-06-09,1319.39,1317.08,1319.39,1313.63,0.18%
1994-06-10,1321.57,1319.27,1323.88,1317.82,0.17%
1994-06-13,1322.35,1321.2,1323.21,1316.88,0.09%
1994-06-14,1331.73,1322.22,1332.02,1322.22,0.72%
1994-06-15,1326.42,1331.6,1333.91,1324.4,-0.39%
1994-06-16,1330.04,1326.29,1330.04,1323.99,0.28%
1994-06-17,1319.84,1329.91,1330.78,1319.84,-0.76%
1994-06-20,1311.12,1319.46,1319.46,1308.24,-0.63%
1994-06-21,1298.9,1310.99,1310.99,1293.43,-0.92%
1994-06-22,1303.96,1299.07,1306.26,1298.78,0.40%
1994-06-23,1293.77,1303.84,1307.0,1293.19,-0.77%
1994-06-24,1274.08,1293.65,1293.65,1273.22,-1.51%
1994-06-27,1286.66,1273.72,1288.1,1265.09,1.02%
