Date,Price,Open,High,Low,Change %
2004-04-26,2328.98,2339.44,2348.67,2323.65,-0.45%
2004-04-27,2334.09,2328.76,2351.93,2328.76,0.23%
2004-04-28,2301.68,2333.87,2333.87,2300.24,-1.38%
2004-04-29,2284.03,2301.46,2314.58,2271.93,-0.76%
2004-04-30,2270.28,2283.81,2294.89,2270.08,-0.59%
2004-05-03,2290.55,2269.64,2293.01,2269.64,0.92%
2004-05-04,2294.43,2290.33,2311.24,2280.9,0.18%
2004-05-05,2298.31,2294.22,2305.69,2290.94,0.18%
2004-05-06,2282.73,2298.1,2298.1,2266.95,-0.67%
2004-05-07,2251.17,2282.51,2289.28,2250.96,-1.37%
2004-05-10,2226.77,2250.53,2250.53,2211.41,-1.06%
2004-05-11,2243.76,2226.56,2244.17,2226.56,0.77%
2004-05-12,2247.24,2243.55,2247.65,2204.23,0.16%
2004-05-13,2245.18,2247.03,2258.29,2235.76,-0.08%
2004-05-14,2243.54,2244.97,2257.26,2228.18,-0.06%
2004-05-17,2219.16,2242.91,2242.91,2209.54,-1.06%
2004-05-18,2234.1,2218.95,2239.42,2218.95,0.68%
2004-05-19,2228.16,2233.89,2263.36,2227.75,-0.26%
2004-05-20,2228.97,2227.95,2235.93,2221.19,0.05%
2004-05-21,2237.76,2228.76,2250.25,2228.76,0.40%
2004-05-24,2240.81,2237.13,2253.7,2233.45,0.16%
2004-05-25,2276.6,2240.6,2278.24,2230.99,1.61%
2004-05-26,2280.27,2276.39,2283.96,2270.05,0.17%
2004-05-27,2293.15,2280.06,2298.67,2280.06,0.57%
2004-05-28,2291.7,2292.93,2295.79,2286.39,-0.05%
2004-06-01,2291.86,2290.84,2294.93,2275.72,0.04%
2004-06-02,2299.41,2291.65,2305.75,2286.33,0.34%
2004-06-03,2282.03,2299.2,2299.81,2282.03,-0.75%
2004-06-04,2293.87,2281.82,2307.56,2281.82,0.53%
2004-06-07,2329.79,2293.22,2330.0,2293.22,1.59%
2004-06-08,2333.25,2329.57,2333.25,2319.56,0.16%
2004-06-09,2310.77,2333.03,2333.03,2310.56,-0.95%
2004-06-10,2321.17,2310.55,2321.17,2310.55,0.46%
2004-06-14,2297.43,2320.3,2320.3,2291.1,-0.99%
2004-06-15,2310.89,2297.21,2321.91,2297.21,0.60%
2004-06-16,2313.94,2310.67,2317.41,2307.61,0.14%
2004-06-17,2310.46,2313.72,2313.72,2300.05,-0.14%
2004-06-18,2316.36,2310.24,2324.73,2305.75,0.27%
2004-06-21,2306.12,2315.71,2321.83,2304.69,-0.41%
2004-06-22,2314.26,2305.9,2315.49,2293.86,0.36%
2004-06-23,2333.83,2314.05,2336.08,2308.54,0.86%
2004-06-24,2326.68,2333.61,2338.1,2325.05,-0.30%
2004-06-25,2313.61,2326.46,2337.27,2313.2,-0.55%
2004-06-28,2310.71,2312.96,2329.68,2307.25,-0.10%
2004-06-29,2316.41,2310.5,2320.69,2307.44,0.26%
2004-06-30,2325.57,2316.19,2332.5,2310.89,0.40%
2004-07-01,2301.09,2325.35,2325.35,2289.27,-1.04%
2004-07-02,2293.74,2300.88,2301.49,2289.46,-0.31%
2004-07-06,2274.13,2292.88,2292.88,2268.02,-0.82%
2004-07-07,2278.2,2273.92,2286.55,2271.27,0.19%
2004-07-08,2259.24,2277.98,2279.61,2258.43,-0.82%
2004-07-09,2266.57,2259.03,2272.27,2259.03,0.33%
2004-07-12,2268.98,2265.93,2272.65,2253.5,0.13%
2004-07-13,2270.4,2268.77,2272.84,2266.12,0.07%
2004-07-14,2262.85,2270.18,2279.34,2255.32,-0.32%
2004-07-15,2252.87,2262.64,2269.15,2252.66,-0.43%
2004-07-16,2241.87,2252.66,2263.85,2241.26,-0.48%
2004-07-19,2240.22,2241.23,2249.58,2231.26,-0.05%
2004-07-20,2255.88,2240.01,2256.28,2236.34,0.71%
2004-07-21,2225.55,2255.66,2271.13,2225.55,-1.33%
2004-07-22,2231.24,2225.34,2237.14,2205.61,0.27%
2004-07-23,2209.47,2231.03,2231.03,2203.98,-0.97%
2004-07-26,2204.58,2208.85,2216.17,2193.8,-0.19%
2004-07-27,2226.13,2204.37,2229.99,2204.37,0.99%
2004-07-28,2227.14,2225.92,2234.05,2200.3,0.05%
2004-07-29,2237.09,2226.93,2243.8,2226.93,0.46%
2004-07-30,2239.52,2236.88,2243.59,2229.97,0.12%
2004-08-02,2248.85,2238.89,2252.91,2229.95,0.44%
2004-08-03,2234.62,2248.64,2248.64,2233.6,-0.62%
2004-08-04,2232.17,2234.41,2240.09,2219.57,-0.10%
2004-08-05,2195.59,2231.96,2232.37,2194.17,-1.63%
2004-08-06,2161.46,2195.39,2195.39,2157.81,-1.55%
2004-08-09,2163.29,2160.85,2172.02,2160.85,0.11%
2004-08-10,2191.11,2163.08,2191.11,2163.08,1.30%
2004-08-11,2184.4,2190.9,2190.9,2164.3,-0.30%
2004-08-12,2158.62,2184.2,2184.2,2157.8,-1.17%
2004-08-13,2161.66,2158.41,2167.35,2153.34,0.15%
2004-08-16,2190.48,2161.05,2193.32,2161.05,1.36%
2004-08-17,2195.14,2190.27,2205.9,2190.27,0.22%
2004-08-18,2222.33,2194.94,2222.33,2189.25,1.25%
2004-08-19,2214.0,2222.12,2222.12,2204.06,-0.37%
2004-08-20,2228.2,2213.8,2232.26,2210.55,0.65%
2004-08-23,2222.3,2227.57,2233.86,2220.27,-0.24%
2004-08-24,2223.1,2222.09,2232.63,2216.21,0.05%
2004-08-25,2240.74,2222.89,2243.37,2216.81,0.80%
2004-08-26,2240.73,2240.53,2244.18,2235.26,0.01%
2004-08-27,2245.99,2240.52,2249.84,2239.5,0.24%
2004-08-30,2227.93,2245.36,2245.36,2227.93,-0.78%
2004-08-31,2237.85,2227.72,2237.85,2218.6,0.45%
2004-09-01,2241.08,2237.64,2247.77,2227.3,0.15%
2004-09-02,2266.0,2240.87,2267.62,2240.27,1.12%
2004-09-03,2256.26,2265.79,2270.85,2256.26,-0.42%
2004-09-07,2271.01,2255.41,2276.68,2255.41,0.69%
2004-09-08,2260.67,2270.8,2274.24,2260.67,-0.45%
2004-09-09,2264.71,2260.46,2270.58,2254.99,0.19%
2004-09-10,2275.63,2264.5,2278.47,2256.4,0.49%
2004-09-13,2278.83,2274.99,2286.93,2273.77,0.17%
2004-09-14,2283.68,2278.62,2286.11,2276.39,0.22%
2004-09-15,2267.48,2283.47,2283.47,2266.06,-0.70%
2004-09-16,2273.54,2267.26,2278.8,2267.26,0.28%
2004-09-17,2283.44,2273.32,2287.49,2273.32,0.45%
2004-09-20,2270.05,2282.79,2282.79,2266.21,-0.56%
2004-09-21,2284.2,2269.84,2288.65,2269.84,0.63%
2004-09-22,2252.23,2283.98,2283.98,2250.41,-1.39%
2004-09-23,2241.5,2252.02,2252.02,2240.69,-0.47%
2004-09-24,2244.73,2241.29,2252.21,2241.29,0.15%
2004-09-27,2230.75,2244.09,2244.09,2230.15,-0.59%
2004-09-28,2243.88,2230.54,2247.32,2226.09,0.60%
2004-09-29,2253.17,2243.67,2253.17,2238.21,0.42%
2004-09-30,2252.55,2252.96,2255.99,2242.45,-0.02%
2004-10-01,2286.49,2252.34,2286.7,2252.34,1.52%
2004-10-04,2293.32,2285.85,2303.42,2285.85,0.33%
2004-10-05,2291.69,2293.11,2298.56,2286.64,-0.06%
2004-10-06,2306.62,2291.48,2306.62,2288.24,0.66%
2004-10-07,2283.59,2306.41,2306.41,2283.18,-0.99%
2004-10-08,2266.0,2283.37,2287.81,2262.17,-0.76%
2004-10-11,2270.01,2265.36,2273.64,2265.36,0.20%
2004-10-12,2264.54,2269.79,2269.79,2252.43,-0.23%
2004-10-13,2247.98,2264.33,2274.83,2239.71,-0.72%
2004-10-14,2226.78,2247.77,2250.39,2224.36,-0.93%
2004-10-15,2236.46,2226.57,2246.55,2224.15,0.44%
2004-10-18,2247.53,2235.83,2248.54,2225.94,0.52%
2004-10-19,2225.53,2247.32,2255.39,2225.53,-0.97%
2004-10-20,2226.33,2225.32,2227.14,2207.17,0.05%
2004-10-21,2231.77,2226.12,2236.81,2215.63,0.25%
2004-10-22,2209.77,2231.56,2235.19,2208.97,-0.98%
2004-10-25,2207.34,2209.15,2211.37,2198.06,-0.08%
2004-10-26,2239.99,2207.13,2239.99,2207.13,1.49%
2004-10-27,2268.6,2239.78,2270.42,2232.32,1.29%
2004-10-28,2272.42,2268.19,2279.07,2258.72,0.18%
2004-10-29,2277.85,2272.21,2280.27,2266.56,0.25%
2004-11-01,2277.81,2277.21,2283.66,2271.77,0.03%
2004-11-02,2277.6,2277.6,2297.74,2272.76,0.00%
2004-11-03,2302.97,2277.38,2311.83,2277.38,1.12%
2004-11-04,2340.01,2302.75,2340.01,2300.94,1.62%
2004-11-05,2348.86,2339.79,2358.32,2337.18,0.39%
2004-11-08,2345.58,2348.19,2349.6,2340.34,-0.11%
2004-11-09,2343.74,2345.36,2353.61,2340.52,-0.07%
2004-11-10,2341.11,2343.52,2353.99,2340.3,-0.10%
2004-11-11,2362.23,2340.89,2364.84,2340.89,0.91%
2004-11-12,2383.54,2362.0,2383.54,2357.78,0.91%
2004-11-15,2382.06,2382.87,2383.47,2374.01,-0.03%
2004-11-16,2364.94,2381.84,2381.84,2364.73,-0.71%
2004-11-17,2377.79,2364.71,2391.07,2364.71,0.55%
2004-11-18,2380.78,2377.57,2383.6,2373.95,0.14%
2004-11-19,2354.01,2380.56,2381.57,2351.8,-1.12%
2004-11-22,2367.22,2353.34,2369.23,2348.52,0.59%
2004-11-23,2366.39,2367.0,2371.62,2355.33,-0.03%
2004-11-24,2376.02,2366.17,2377.43,2366.17,0.42%
2004-11-26,2377.38,2375.57,2385.22,2374.17,0.08%
2004-11-29,2368.47,2376.71,2385.15,2356.01,-0.35%
2004-11-30,2358.6,2368.25,2368.45,2358.6,-0.41%
2004-12-01,2393.74,2358.38,2393.74,2358.38,1.50%
2004-12-02,2391.31,2393.52,2400.35,2384.08,-0.09%
2004-12-03,2392.89,2391.08,2405.55,2385.86,0.08%
2004-12-06,2390.21,2392.22,2394.63,2380.17,-0.08%
2004-12-07,2363.68,2389.98,2394.0,2363.68,-1.10%
2004-12-08,2374.9,2363.45,2377.31,2362.85,0.48%
2004-12-09,2387.52,2374.68,2390.13,2356.61,0.54%
2004-12-10,2384.89,2387.3,2391.92,2379.27,-0.10%
2004-12-13,2405.69,2384.22,2405.89,2384.22,0.90%
2004-12-14,2414.9,2405.46,2418.71,2403.66,0.39%
2004-12-15,2419.28,2414.67,2421.09,2406.64,0.19%
2004-12-16,2414.04,2419.06,2423.67,2404.41,-0.21%
2004-12-17,2395.76,2413.81,2413.81,2394.15,-0.75%
2004-12-20,2396.08,2395.08,2413.93,2393.48,0.04%
2004-12-21,2417.52,2395.86,2418.32,2395.86,0.90%
2004-12-22,2425.51,2417.29,2429.12,2413.88,0.34%
2004-12-23,2426.28,2425.28,2433.5,2423.48,0.04%
2004-12-27,2414.95,2425.37,2433.59,2414.95,-0.43%
2004-12-28,2431.95,2414.72,2431.95,2414.72,0.71%
2004-12-29,2431.73,2431.73,2432.73,2426.72,0.00%
2004-12-30,2431.5,2431.5,2437.51,2431.3,0.00%
2004-12-31,2428.06,2431.27,2438.88,2427.66,-0.13%
2005-01-03,2407.75,2427.38,2439.39,2404.14,-0.81%
2005-01-04,2379.28,2407.52,2414.93,2374.07,-1.17%
2005-01-05,2370.45,2379.06,2388.67,2370.45,-0.36%
2005-01-06,2378.63,2370.22,2386.04,2369.22,0.35%
2005-01-07,2375.01,2378.41,2387.02,2366.8,-0.14%
2005-01-10,2382.34,2374.33,2391.55,2371.53,0.34%
2005-01-11,2367.71,2382.12,2382.12,2362.5,-0.60%
2005-01-12,2376.89,2367.48,2377.49,2352.67,0.40%
2005-01-13,2356.25,2376.67,2376.67,2352.45,-0.86%
2005-01-14,2370.04,2356.03,2371.44,2356.03,0.59%
2005-01-18,2392.15,2369.15,2392.15,2360.35,0.97%
2005-01-19,2369.12,2391.92,2391.92,2368.72,-0.95%
2005-01-20,2350.5,2368.9,2368.9,2346.5,-0.78%
2005-01-21,2335.28,2350.28,2358.48,2335.08,-0.64%
2005-01-24,2326.43,2334.62,2345.22,2326.43,-0.35%
2005-01-25,2335.4,2326.21,2347.2,2326.21,0.40%
2005-01-26,2346.58,2335.18,2350.37,2335.18,0.49%
2005-01-27,2347.15,2346.35,2353.15,2338.56,0.03%
2005-01-28,2340.74,2346.93,2349.13,2330.55,-0.26%
2005-01-31,2359.85,2340.08,2361.45,2340.08,0.85%
2005-02-01,2375.81,2359.63,2377.81,2359.03,0.69%
2005-02-02,2383.18,2375.59,2387.17,2374.59,0.32%
2005-02-03,2376.36,2382.95,2382.95,2367.78,-0.28%
2005-02-04,2402.3,2376.14,2403.3,2375.74,1.10%
2005-02-07,2399.02,2401.62,2404.02,2394.23,-0.11%
2005-02-08,2400.0,2398.8,2405.59,2395.8,0.05%
2005-02-09,2379.21,2399.77,2402.76,2378.21,-0.86%
2005-02-10,2388.97,2378.99,2392.56,2377.99,0.42%
2005-02-11,2405.31,2388.74,2411.49,2381.36,0.69%
2005-02-14,2406.22,2404.63,2407.82,2401.23,0.07%
2005-02-15,2413.97,2406.0,2418.56,2404.8,0.33%
2005-02-16,2414.15,2413.75,2418.33,2403.77,0.02%
2005-02-17,2394.97,2413.92,2415.91,2394.77,-0.78%
2005-02-18,2396.34,2394.75,2398.93,2387.77,0.07%
2005-02-22,2360.75,2395.44,2397.23,2360.75,-1.45%
2005-02-23,2373.68,2360.53,2379.07,2360.53,0.56%
2005-02-24,2392.2,2373.46,2392.6,2367.48,0.79%
2005-02-25,2414.29,2391.97,2415.89,2390.78,0.93%
2005-02-28,2398.07,2413.61,2413.61,2387.11,-0.64%
2005-03-01,2411.39,2397.84,2414.98,2397.84,0.56%
2005-03-02,2410.57,2411.16,2421.92,2398.81,-0.02%
2005-03-03,2411.14,2410.34,2421.49,2399.19,0.03%
2005-03-04,2434.01,2410.91,2439.39,2410.91,0.96%
2005-03-07,2439.7,2433.32,2447.26,2433.32,0.26%
2005-03-08,2427.72,2439.47,2440.26,2426.13,-0.48%
2005-03-09,2402.81,2427.49,2427.49,2402.21,-1.02%
2005-03-10,2406.96,2402.58,2410.94,2391.43,0.18%
2005-03-11,2388.62,2406.73,2414.3,2384.84,-0.75%
2005-03-14,2401.28,2387.95,2401.28,2386.75,0.56%
2005-03-15,2383.14,2401.05,2408.41,2383.14,-0.75%
2005-03-16,2363.62,2382.92,2382.92,2358.65,-0.81%
2005-03-17,2367.58,2363.4,2373.74,2359.82,0.18%
2005-03-18,2366.36,2367.35,2370.93,2352.64,-0.04%
2005-03-21,2353.96,2365.69,2365.69,2344.02,-0.50%
2005-03-22,2329.68,2353.74,2365.27,2329.48,-1.02%
2005-03-23,2331.05,2329.46,2338.61,2323.5,0.07%
2005-03-24,2328.64,2330.83,2345.94,2328.64,-0.09%
2005-03-28,2333.53,2327.77,2344.66,2327.77,0.25%
2005-03-29,2315.63,2333.31,2343.44,2312.25,-0.76%
2005-03-30,2347.2,2315.41,2347.4,2315.41,1.37%
2005-03-31,2345.39,2346.98,2353.13,2343.2,-0.07%
2005-04-01,2329.87,2345.17,2363.44,2323.91,-0.65%
2005-04-04,2335.57,2329.01,2340.53,2318.89,0.27%
2005-04-05,2345.87,2335.35,2350.24,2335.35,0.45%
2005-04-06,2351.01,2345.65,2361.34,2345.65,0.23%
2005-04-07,2364.69,2350.79,2366.27,2350.19,0.59%
2005-04-08,2344.81,2364.46,2365.85,2344.61,-0.83%
2005-04-11,2344.15,2344.15,2349.9,2339.19,0.00%
2005-04-12,2357.02,2343.93,2361.79,2323.29,0.56%
2005-04-13,2329.02,2356.8,2356.8,2324.26,-1.18%
2005-04-14,2305.39,2328.8,2330.59,2304.8,-1.01%
2005-04-15,2266.69,2305.18,2305.18,2265.3,-1.67%
2005-04-18,2272.79,2266.05,2278.54,2260.5,0.30%
2005-04-19,2286.06,2272.58,2289.83,2272.58,0.59%
2005-04-20,2255.51,2285.85,2291.2,2252.93,-1.33%
2005-04-21,2299.91,2255.3,2299.91,2255.3,1.98%
2005-04-22,2284.03,2299.69,2299.69,2265.99,-0.68%
2005-04-25,2303.2,2283.39,2306.97,2283.39,0.87%
2005-04-26,2282.38,2302.99,2308.34,2282.38,-0.89%
2005-04-27,2291.48,2282.16,2298.41,2267.7,0.41%
2005-04-28,2265.11,2291.26,2291.26,2265.11,-1.14%
2005-04-29,2291.84,2264.89,2292.23,2256.97,1.19%
2005-05-02,2301.88,2291.19,2303.27,2287.03,0.47%
2005-05-03,2299.69,2301.67,2310.98,2290.78,-0.09%
2005-05-04,2328.18,2299.47,2328.78,2299.47,1.25%
2005-05-05,2321.83,2327.97,2333.71,2310.34,-0.26%
2005-05-06,2319.03,2321.61,2331.9,2317.45,-0.11%
2005-05-09,2333.22,2318.38,2333.42,2314.62,0.64%
2005-05-10,2308.07,2333.0,2333.0,2301.73,-1.07%
2005-05-11,2317.55,2307.85,2318.93,2291.03,0.42%
2005-05-12,2294.18,2317.33,2321.88,2291.01,-1.00%
2005-05-13,2283.28,2293.96,2302.67,2267.84,-0.47%
2005-05-16,2305.77,2282.63,2305.97,2281.84,1.01%
2005-05-17,2321.58,2305.56,2322.57,2294.09,0.69%
2005-05-18,2344.7,2321.36,2349.24,2321.36,1.01%
2005-05-19,2355.35,2344.47,2355.35,2342.3,0.46%
2005-05-20,2351.57,2355.13,2355.33,2343.46,-0.15%
2005-05-23,2360.0,2350.91,2366.92,2349.92,0.39%
2005-05-24,2360.17,2359.78,2362.54,2351.87,0.02%
2005-05-25,2351.85,2359.95,2359.95,2343.94,-0.34%
2005-05-26,2366.64,2351.62,2369.41,2351.62,0.64%
2005-05-27,2368.79,2366.42,2370.37,2361.88,0.10%
2005-05-31,2353.48,2367.9,2367.9,2353.48,-0.61%
2005-06-01,2374.59,2353.26,2381.11,2352.27,0.91%
2005-06-02,2378.31,2374.37,2379.1,2366.66,0.17%
2005-06-03,2361.7,2378.09,2379.67,2358.74,-0.69%
2005-06-06,2363.99,2361.03,2366.56,2354.72,0.13%
2005-06-07,2363.38,2363.77,2386.08,2363.38,-0.02%
2005-06-08,2358.02,2363.15,2372.43,2355.26,-0.22%
2005-06-09,2370.04,2357.8,2372.01,2350.7,0.52%
2005-06-10,2364.29,2369.81,2373.56,2353.44,-0.23%
2005-06-13,2368.95,2363.62,2379.21,2356.52,0.23%
2005-06-14,2374.84,2368.72,2381.94,2367.54,0.26%
2005-06-15,2379.94,2374.62,2382.9,2364.36,0.22%
2005-06-16,2388.39,2379.52,2390.56,2377.55,0.36%
2005-06-17,2400.0,2387.97,2404.93,2387.97,0.50%
2005-06-20,2397.55,2399.32,2403.46,2386.9,-0.07%
2005-06-21,2392.4,2397.32,2399.3,2389.04,-0.21%
2005-06-22,2392.76,2392.17,2404.0,2388.43,0.02%
2005-06-23,2366.52,2392.54,2397.66,2366.52,-1.09%
2005-06-24,2348.36,2366.3,2366.69,2348.17,-0.76%
2005-06-27,2345.93,2347.7,2353.02,2341.2,-0.08%
2005-06-28,2367.18,2345.71,2368.95,2345.71,0.92%
2005-06-29,2363.41,2366.96,2371.88,2361.24,-0.15%
2005-06-30,2346.45,2363.19,2370.08,2344.87,-0.71%
2005-07-01,2352.33,2346.22,2359.22,2346.22,0.26%
2005-07-05,2372.31,2351.44,2374.87,2347.7,0.89%
2005-07-06,2352.21,2372.09,2374.25,2352.01,-0.84%
2005-07-07,2357.89,2351.98,2359.07,2329.55,0.25%
2005-07-08,2385.22,2357.67,2386.8,2356.29,1.17%
2005-07-11,2399.31,2384.55,2400.49,2384.55,0.62%
2005-07-12,2404.59,2399.08,2411.08,2393.57,0.23%
2005-07-13,2406.53,2404.36,2408.89,2399.25,0.09%
2005-07-14,2412.59,2406.3,2425.77,2406.3,0.26%
2005-07-15,2415.12,2412.37,2418.27,2406.47,0.11%
2005-07-18,2401.07,2414.44,2414.44,2401.07,-0.55%
2005-07-19,2416.96,2400.84,2418.93,2400.84,0.67%
2005-07-20,2428.33,2416.74,2431.09,2404.15,0.48%
2005-07-21,2411.99,2428.11,2429.29,2407.47,-0.66%
2005-07-22,2424.93,2411.76,2425.91,2410.19,0.55%
2005-07-25,2415.01,2424.24,2433.48,2413.44,-0.38%
2005-07-26,2419.1,2414.78,2425.39,2414.78,0.18%
2005-07-27,2429.88,2418.88,2431.45,2416.91,0.45%
2005-07-28,2443.2,2429.65,2446.15,2427.68,0.56%
2005-07-29,2424.31,2442.97,2445.53,2424.31,-0.76%
2005-08-01,2425.79,2423.63,2433.25,2422.84,0.09%
2005-08-02,2442.84,2425.56,2444.02,2425.56,0.71%
2005-08-03,2444.38,2442.61,2446.14,2435.74,0.07%
2005-08-04,2426.28,2444.15,2444.15,2424.91,-0.73%
2005-08-05,2407.4,2426.05,2426.05,2405.83,-0.77%
2005-08-08,2400.25,2406.72,2418.3,2399.46,-0.27%
2005-08-09,2416.31,2400.02,2421.61,2400.02,0.68%
2005-08-10,2411.57,2416.08,2438.25,2406.66,-0.19%
2005-08-11,2428.41,2411.34,2428.41,2409.77,0.71%
2005-08-12,2413.66,2428.18,2428.18,2404.84,-0.60%
2005-08-15,2419.85,2412.98,2424.36,2404.74,0.28%
2005-08-16,2390.99,2419.62,2419.62,2390.4,-1.18%
2005-08-17,2392.53,2390.76,2403.12,2388.41,0.07%
2005-08-18,2389.95,2392.3,2397.01,2383.87,-0.10%
2005-08-19,2391.1,2389.72,2401.68,2389.72,0.06%
2005-08-22,2394.34,2390.42,2408.65,2384.15,0.16%
2005-08-23,2386.08,2394.12,2396.66,2379.81,-0.34%
2005-08-24,2370.18,2385.86,2398.79,2369.79,-0.66%
2005-08-25,2375.44,2369.96,2377.99,2369.96,0.23%
2005-08-26,2360.92,2375.22,2375.22,2359.15,-0.60%
2005-08-29,2374.35,2360.25,2378.27,2353.2,0.60%
2005-08-30,2366.49,2374.13,2374.13,2352.19,-0.32%
2005-08-31,2389.57,2366.27,2389.77,2358.44,0.98%
2005-09-01,2391.89,2389.35,2403.05,2381.32,0.11%
2005-09-02,2384.62,2391.67,2397.34,2384.23,-0.29%
2005-09-06,2413.86,2383.72,2414.25,2383.72,1.26%
2005-09-07,2419.5,2413.63,2420.87,2408.74,0.24%
2005-09-08,2410.08,2419.27,2419.27,2405.77,-0.38%
2005-09-09,2429.02,2409.85,2432.15,2409.85,0.80%
2005-09-12,2426.58,2428.34,2430.49,2423.84,-0.07%
2005-09-13,2407.96,2426.35,2426.35,2407.96,-0.76%
2005-09-14,2399.92,2407.74,2414.58,2397.96,-0.32%
2005-09-15,2400.67,2399.69,2408.88,2395.0,0.04%
2005-09-16,2420.38,2401.81,2420.58,2401.81,0.83%
2005-09-19,2406.21,2419.7,2419.7,2399.76,-0.56%
2005-09-20,2387.03,2405.99,2416.74,2384.68,-0.79%
2005-09-21,2365.11,2386.8,2387.19,2364.52,-0.91%
2005-09-22,2373.49,2364.89,2377.39,2355.31,0.36%
2005-09-23,2374.63,2373.26,2381.47,2363.88,0.06%
2005-09-26,2374.55,2373.96,2388.22,2367.12,0.02%
2005-09-27,2374.52,2374.32,2383.31,2365.53,0.01%
2005-09-28,2376.64,2374.29,2384.64,2368.43,0.10%
2005-09-29,2397.5,2376.41,2399.46,2365.87,0.89%
2005-09-30,2399.43,2397.28,2400.99,2392.4,0.09%
2005-10-03,2394.65,2398.75,2407.53,2391.72,-0.17%
2005-10-04,2370.61,2394.42,2400.67,2369.63,-0.99%
2005-10-05,2335.06,2370.39,2370.39,2334.67,-1.49%
2005-10-06,2325.28,2334.84,2345.96,2306.54,-0.41%
2005-10-07,2333.64,2325.06,2341.06,2325.06,0.37%
2005-10-10,2316.21,2332.98,2334.16,2313.87,-0.72%
2005-10-11,2311.31,2315.99,2327.3,2307.99,-0.20%
2005-10-12,2297.05,2311.09,2321.04,2289.25,-0.61%
2005-10-13,2295.08,2296.83,2300.54,2278.3,-0.08%
2005-10-14,2313.97,2294.86,2314.95,2292.13,0.83%
2005-10-17,2320.14,2313.32,2322.28,2309.22,0.29%
2005-10-18,2296.53,2319.92,2319.92,2296.53,-1.01%
2005-10-19,2330.81,2296.31,2330.81,2281.5,1.50%
2005-10-20,2295.51,2330.59,2333.52,2286.74,-1.51%
2005-10-21,2298.8,2295.3,2312.25,2289.64,0.15%
2005-10-24,2336.73,2298.15,2336.73,2298.15,1.68%
2005-10-25,2330.86,2336.51,2340.21,2316.83,-0.24%
2005-10-26,2320.71,2330.64,2345.25,2320.71,-0.43%
2005-10-27,2296.14,2320.49,2323.02,2296.14,-1.05%
2005-10-28,2333.9,2295.93,2333.9,2295.93,1.65%
2005-10-31,2349.99,2333.24,2358.55,2333.24,0.72%
2005-11-01,2341.59,2349.77,2350.35,2339.45,-0.35%
2005-11-02,2364.73,2341.37,2365.51,2338.06,1.00%
2005-11-03,2374.43,2364.5,2383.77,2364.5,0.42%
2005-11-04,2374.6,2374.21,2379.27,2363.7,0.02%
2005-11-07,2379.18,2373.93,2381.9,2368.48,0.22%
2005-11-08,2370.78,2378.96,2378.96,2365.92,-0.34%
2005-11-09,2374.65,2370.56,2386.12,2366.48,0.17%
2005-11-10,2394.46,2374.42,2397.18,2363.34,0.84%
2005-11-11,2401.43,2394.23,2403.37,2393.65,0.30%
2005-11-14,2399.0,2400.75,2405.61,2395.11,-0.07%
2005-11-15,2389.44,2398.77,2406.74,2384.39,-0.39%
2005-11-16,2393.49,2389.22,2395.44,2385.72,0.18%
2005-11-17,2415.82,2393.27,2416.21,2393.27,0.94%
2005-11-18,2426.28,2415.59,2428.81,2411.51,0.44%
2005-11-21,2438.22,2425.59,2440.36,2422.87,0.52%
2005-11-22,2450.43,2437.99,2451.79,2431.39,0.51%
2005-11-23,2458.75,2450.2,2468.46,2446.9,0.35%
2005-11-25,2463.33,2458.28,2464.5,2458.09,0.21%
2005-11-28,2441.86,2462.64,2463.03,2441.28,-0.84%
2005-11-29,2441.63,2441.63,2458.52,2441.63,0.00%
2005-11-30,2425.87,2441.4,2448.0,2425.67,-0.64%
2005-12-01,2455.15,2425.64,2458.06,2425.64,1.22%
2005-12-02,2455.69,2454.92,2458.99,2448.51,0.03%
2005-12-05,2449.18,2455.0,2455.0,2441.41,-0.24%
2005-12-06,2452.05,2448.95,2469.9,2448.95,0.13%
2005-12-07,2439.6,2451.82,2453.95,2431.06,-0.50%
2005-12-08,2436.26,2439.37,2451.01,2426.76,-0.13%
2005-12-09,2443.02,2436.03,2450.19,2432.93,0.29%
2005-12-12,2444.27,2442.33,2451.05,2434.76,0.08%
2005-12-13,2457.61,2444.04,2466.72,2440.55,0.56%
2005-12-14,2467.65,2457.38,2473.66,2456.8,0.42%
2005-12-15,2463.93,2467.42,2472.27,2457.73,-0.14%
2005-12-16,2456.72,2463.7,2472.04,2456.72,-0.28%
2005-12-19,2441.69,2456.03,2462.23,2440.52,-0.58%
2005-12-20,2440.87,2441.46,2449.21,2436.22,-0.02%
2005-12-21,2446.85,2440.64,2459.63,2440.64,0.25%
2005-12-22,2456.88,2446.61,2457.08,2446.03,0.42%
2005-12-23,2457.81,2456.65,2459.95,2452.39,0.05%
2005-12-27,2433.26,2456.89,2462.89,2433.26,-0.96%
2005-12-28,2436.33,2433.03,2441.94,2433.03,0.14%
2005-12-29,2428.74,2436.1,2440.74,2428.35,-0.30%
2005-12-30,2416.7,2428.51,2428.51,2413.41,-0.49%
2006-01-03,2455.46,2415.79,2458.17,2410.76,1.64%
2006-01-04,2464.33,2455.23,2468.0,2453.1,0.37%
2006-01-05,2464.09,2464.09,2470.67,2457.9,0.00%
2006-01-06,2487.08,2463.86,2488.24,2463.86,0.94%
2006-01-09,2495.47,2486.38,2496.63,2485.02,0.37%
